framenr,roinr,mx,my,count
74,2,10,48,2
74,3,12,16,1
74,0,15,2,0
74,5,30,21,1
74,6,40,19,2
74,1,1,8,2
1662,2,11,54,1
1662,0,1,5,0
1662,11,31,11,1
1662,7,26,16,1
1662,9,28,14,1
1662,10,29,24,3
1662,8,28,18,3
1662,6,23,17,1
1662,4,17,32,3
1662,3,17,27,1
1662,5,23,13,1
1662,13,33,20,3
1662,14,42,20,2
1662,15,54,18,0
1662,12,32,15,2
1662,1,10,33,1
1265,2,10,34,0
1265,0,1,3,0
1265,11,32,7,0
1265,7,16,33,1
1265,9,30,20,2
1265,10,31,1,1
1265,8,18,45,0
1265,6,16,17,1
1265,4,12,19,1
1265,3,10,52,3
1265,5,12,43,3
1265,13,37,1,1
1265,14,39,21,1
1265,12,32,26,0
1265,1,11,48,5
905,2,13,41,2
905,0,1,9,0
905,11,43,20,4
905,7,30,12,1
905,9,31,8,1
905,10,34,13,1
905,8,29,20,2
905,6,25,19,2
905,4,19,25,1
905,3,17,16,1
905,5,19,28,1
905,12,54,26,1
905,1,11,46,3
2376,2,17,18,1
2376,0,1,7,0
2376,7,43,21,2
2376,9,54,26,2
2376,8,46,27,0
2376,6,36,21,2
2376,4,25,16,2
2376,3,17,31,1
2376,5,30,22,0
2376,1,11,41,2
176,2,17,30,5
176,0,1,4,0
176,11,37,21,2
176,7,30,9,2
176,9,32,4,1
176,10,34,8,2
176,8,30,12,1
176,6,29,4,1
176,4,21,28,5
176,3,17,36,1
176,5,27,2,1
176,12,47,22,2
176,1,10,43,2
1469,18,32,29,0
1469,2,8,13,1
1469,0,1,33,0
1469,16,30,19,1
1469,11,26,26,4
1469,21,36,14,0
1469,7,22,29,3
1469,9,25,22,5
1469,10,26,6,1
1469,19,33,1,1
1469,17,30,22,2
1469,8,24,17,2
1469,22,37,21,1
1469,6,21,38,0
1469,24,40,20,1
1469,4,21,21,3
1469,3,16,34,2
1469,5,21,34,1
1469,20,35,3,1
1469,23,38,17,1
1469,13,28,4,1
1469,14,29,30,1
1469,15,32,8,1
1469,12,29,1,1
1469,1,5,12,1
2308,4,32,3,2
2308,2,18,29,2
2308,3,25,21,5
2308,0,1,1,0
2308,5,40,21,2
2308,1,12,44,2
892,4,24,19,1
892,2,12,41,3
892,3,17,30,1
892,0,1,2,0
892,5,30,11,1
892,6,44,21,2
892,1,10,14,1
285,2,10,54,1
285,0,1,8,0
285,11,54,22,3
285,7,28,23,2
285,9,33,24,2
285,10,54,26,5
285,8,32,19,2
285,6,24,31,1
285,4,15,31,3
285,3,14,36,3
285,5,19,29,2
285,1,7,36,0
1461,18,34,15,2
1461,2,3,12,1
1461,0,1,33,0
1461,16,32,8,2
1461,11,30,10,2
1461,21,48,18,0
1461,7,21,20,1
1461,9,26,12,1
1461,10,26,15,2
1461,19,37,11,0
1461,17,32,20,1
1461,8,24,21,1
1461,22,52,24,2
1461,6,18,28,2
1461,4,12,54,1
1461,3,10,48,2
1461,5,12,54,1
1461,20,47,26,1
1461,13,30,2,1
1461,14,30,14,1
1461,15,34,4,1
1461,12,29,18,1
1461,1,1,12,1
1881,4,31,7,1
1881,2,11,48,2
1881,3,28,22,2
1881,0,1,23,0
1881,5,50,23,2
1881,1,2,7,1
1693,4,23,34,0
1693,2,15,34,3
1693,3,22,22,2
1693,0,1,8,0
1693,5,41,20,4
1693,1,11,49,2
1481,2,11,43,1
1481,0,1,3,0
1481,16,54,27,2
1481,11,30,16,3
1481,7,28,13,3
1481,9,28,8,2
1481,10,29,22,3
1481,8,25,26,2
1481,6,24,19,2
1481,4,14,51,1
1481,3,12,40,1
1481,5,19,19,1
1481,13,32,1,1
1481,14,39,1,1
1481,15,54,21,1
1481,12,31,6,1
1481,1,10,53,1
318,18,38,21,2
318,2,7,54,3
318,0,1,29,0
318,16,34,5,1
318,11,30,5,1
318,7,23,21,1
318,9,28,10,2
318,10,29,19,1
318,19,45,21,2
318,17,34,10,2
318,8,23,27,2
318,6,17,32,4
318,4,12,41,1
318,3,10,52,2
318,5,17,18,1
318,20,49,22,1
318,13,30,15,2
318,14,32,1,1
318,15,33,15,2
318,12,31,12,2
318,1,1,10,1
2420,4,32,20,3
2420,2,10,49,1
2420,3,29,32,0
2420,0,1,24,0
2420,5,39,29,0
2420,1,1,10,1
2351,2,12,42,1
2351,0,2,28,0
2351,11,34,15,1
2351,7,18,31,3
2351,9,23,24,3
2351,10,22,27,4
2351,8,21,20,1
2351,6,18,28,3
2351,4,15,17,1
2351,3,14,40,1
2351,5,16,35,1
2351,12,39,20,4
2351,1,2,12,1
1124,2,1,7,2
1124,0,1,23,0
1124,11,48,23,3
1124,7,16,32,2
1124,9,39,21,2
1124,10,44,24,4
1124,8,27,19,1
1124,6,12,54,2
1124,4,12,44,1
1124,3,4,8,1
1124,5,11,53,2
1124,1,1,4,2
1337,18,22,17,1
1337,30,41,41,0
1337,33,52,29,2
1337,32,49,54,0
1337,2,1,31,0
1337,0,44,2,0
1337,16,20,23,1
1337,11,15,21,0
1337,21,27,1,0
1337,7,7,40,2
1337,9,13,39,1
1337,25,27,28,0
1337,10,14,43,2
1337,26,34,14,1
1337,29,39,21,0
1337,34,54,26,2
1337,35,54,28,2
1337,19,22,27,0
1337,17,20,36,0
1337,8,10,43,2
1337,22,27,15,1
1337,6,5,26,0
1337,24,27,24,1
1337,4,1,13,2
1337,3,1,4,3
1337,28,36,29,0
1337,5,1,7,3
1337,20,23,20,1
1337,23,27,20,1
1337,13,17,43,1
1337,14,19,39,0
1337,31,41,52,0
1337,27,34,20,1
1337,15,21,15,0
1337,12,16,32,0
1337,1,1,8,3
2061,2,12,43,1
2061,0,1,11,0
2061,7,25,30,2
2061,9,36,20,2
2061,8,27,25,1
2061,6,20,33,1
2061,4,15,51,1
2061,3,11,54,3
2061,5,20,25,3
2061,1,10,50,1
873,7,30,1,1
873,4,23,27,2
873,2,13,40,1
873,3,17,32,1
873,0,1,10,1
873,5,27,13,3
873,8,54,24,2
873,6,30,19,5
873,1,11,54,1
1273,18,35,7,1
1273,30,54,23,1
1273,32,54,35,0
1273,2,11,6,0
1273,0,1,42,0
1273,16,32,22,0
1273,11,27,1,0
1273,21,36,10,0
1273,7,20,25,1
1273,9,25,38,0
1273,25,46,21,2
1273,10,26,35,0
1273,26,48,8,0
1273,29,52,6,0
1273,19,35,14,0
1273,17,35,4,1
1273,8,23,21,1
1273,22,40,8,0
1273,6,20,21,1
1273,24,44,25,2
1273,4,15,1,0
1273,3,14,16,1
1273,28,51,29,1
1273,5,15,40,0
1273,20,35,21,1
1273,23,40,20,2
1273,13,28,8,1
1273,14,29,14,0
1273,31,54,5,0
1273,27,48,33,0
1273,15,31,5,1
1273,12,27,3,1
1273,1,4,18,0
2284,18,33,16,1
2284,2,2,11,2
2284,0,37,42,0
2284,16,30,18,1
2284,11,19,33,1
2284,21,36,3,0
2284,7,11,52,1
2284,9,15,31,1
2284,25,49,23,2
2284,10,16,35,1
2284,26,54,15,0
2284,19,34,1,1
2284,17,31,1,1
2284,8,12,34,1
2284,22,41,1,0
2284,6,10,49,1
2284,24,43,4,0
2284,4,9,9,1
2284,3,5,20,0
2284,5,9,13,1
2284,20,34,12,1
2284,23,41,24,1
2284,13,29,10,2
2284,14,26,17,1
2284,15,28,4,0
2284,12,24,48,0
2284,1,1,42,0
975,2,12,42,2
975,0,1,4,0
975,11,43,21,1
975,7,30,8,1
975,9,29,21,2
975,10,34,5,0
975,8,30,14,3
975,6,24,16,3
975,4,15,16,3
975,3,14,34,1
975,5,19,18,3
975,1,11,53,3
354,2,6,54,3
354,0,1,33,0
354,16,54,25,1
354,11,29,9,3
354,7,24,6,0
354,9,28,14,2
354,10,28,23,2
354,8,24,27,3
354,6,18,30,3
354,4,10,54,3
354,3,10,49,2
354,5,15,54,1
354,13,32,18,2
354,14,34,23,0
354,15,45,21,1
354,12,30,4,1
354,1,5,12,1
610,2,1,7,1
610,0,1,30,0
610,11,38,20,2
610,7,22,27,1
610,9,30,8,1
610,10,37,4,0
610,8,31,3,1
610,6,17,44,0
610,4,13,54,2
610,3,11,52,1
610,5,15,50,1
610,13,43,28,0
610,14,54,25,2
610,12,43,21,2
610,1,1,7,1
1845,2,6,13,1
1845,0,1,32,0
1845,11,35,20,2
1845,7,22,28,2
1845,9,29,20,2
1845,10,32,23,3
1845,8,24,19,3
1845,6,22,18,2
1845,4,13,40,1
1845,3,11,54,1
1845,5,20,23,3
1845,13,46,25,2
1845,14,52,24,2
1845,15,54,30,2
1845,12,46,21,2
1845,1,2,12,1
1442,7,51,24,4
1442,4,25,26,3
1442,2,13,40,1
1442,3,18,32,3
1442,0,1,14,1
1442,5,30,20,1
1442,6,39,20,2
1442,1,10,54,1
2300,18,43,21,1
2300,2,13,37,2
2300,0,1,5,0
2300,16,37,13,0
2300,11,31,1,2
2300,7,24,29,0
2300,9,28,6,1
2300,10,29,20,1
2300,17,38,2,1
2300,8,28,1,1
2300,6,22,25,1
2300,4,18,30,2
2300,3,15,33,3
2300,5,21,36,0
2300,13,34,4,2
2300,14,32,6,1
2300,15,36,20,2
2300,12,34,1,2
2300,1,11,39,2
563,18,43,20,3
563,2,8,48,1
563,0,1,20,0
563,16,32,22,2
563,11,27,14,3
563,7,18,32,1
563,9,24,13,1
563,10,29,10,2
563,19,51,24,1
563,17,33,10,2
563,8,21,23,1
563,6,18,28,2
563,4,16,16,1
563,3,11,46,1
563,5,16,19,2
563,13,28,6,0
563,14,30,15,3
563,15,31,6,0
563,12,27,19,2
563,1,7,45,1
1451,18,49,19,1
1451,2,11,14,1
1451,0,2,1,1
1451,16,39,18,1
1451,11,28,9,1
1451,7,23,19,2
1451,9,25,26,2
1451,10,26,12,2
1451,19,54,30,1
1451,17,49,23,1
1451,8,25,17,4
1451,6,16,38,3
1451,4,13,36,2
1451,3,11,44,2
1451,5,16,33,2
1451,13,30,20,2
1451,14,32,9,1
1451,15,37,21,1
1451,12,30,13,2
1451,1,8,15,1
1929,18,12,17,0
1929,30,32,8,1
1929,33,41,1,0
1929,32,36,5,1
1929,2,1,10,3
1929,0,29,28,0
1929,16,11,49,2
1929,11,8,12,1
1929,21,14,50,3
1929,39,54,19,0
1929,7,4,50,1
1929,9,6,53,3
1929,25,28,13,0
1929,10,8,36,0
1929,26,30,1,1
1929,29,32,5,1
1929,34,42,54,0
1929,35,49,22,0
1929,19,14,34,1
1929,17,11,54,3
1929,8,7,49,2
1929,22,16,54,1
1929,6,3,2,2
1929,24,28,8,1
1929,4,1,14,1
1929,37,51,30,0
1929,3,1,7,3
1929,28,30,3,1
1929,5,3,13,1
1929,38,54,25,1
1929,20,15,47,1
1929,23,26,4,1
1929,13,10,54,3
1929,14,11,11,1
1929,31,35,1,1
1929,27,29,43,0
1929,36,51,11,0
1929,15,11,46,1
1929,12,8,18,1
1929,1,1,3,3
1082,2,11,44,2
1082,0,1,33,0
1082,11,32,11,2
1082,7,26,12,2
1082,9,29,10,2
1082,10,29,15,5
1082,8,28,6,2
1082,6,24,16,2
1082,4,22,22,2
1082,3,16,32,3
1082,5,22,26,1
1082,13,54,24,2
1082,12,32,19,6
1082,1,1,5,2
880,2,12,42,3
880,0,1,29,0
880,16,54,31,1
880,11,31,3,1
880,7,28,13,1
880,9,30,8,2
880,10,30,15,3
880,8,28,23,3
880,6,30,10,2
880,4,26,6,1
880,3,16,32,2
880,5,28,1,1
880,13,33,24,3
880,14,54,20,1
880,15,54,26,2
880,12,33,20,3
880,1,2,12,2
1194,7,38,21,3
1194,4,21,24,4
1194,2,15,36,4
1194,3,17,31,3
1194,0,1,9,0
1194,5,22,19,4
1194,6,29,20,3
1194,1,14,17,1
1791,2,1,38,0
1791,11,13,25,0
1791,39,38,4,0
1791,46,54,53,0
1791,25,29,3,0
1791,42,43,2,0
1791,29,30,41,0
1791,8,11,53,3
1791,20,21,54,0
1791,14,14,44,0
1791,31,31,6,1
1791,33,33,4,0
1791,18,19,23,0
1791,26,29,23,2
1791,35,34,20,1
1791,17,18,7,0
1791,44,47,15,0
1791,4,1,1,0
1791,37,36,8,0
1791,45,52,13,0
1791,13,14,18,1
1791,30,31,1,1
1791,1,1,12,0
1791,32,32,34,0
1791,40,40,47,0
1791,7,11,50,2
1791,9,11,54,3
1791,43,47,1,0
1791,34,33,8,1
1791,3,1,33,0
1791,38,39,1,1
1791,36,37,11,0
1791,12,13,54,3
1791,0,48,34,0
1791,16,15,54,1
1791,21,24,23,1
1791,10,13,15,1
1791,19,21,7,0
1791,22,24,44,0
1791,6,8,54,3
1791,24,27,20,1
1791,28,30,17,2
1791,5,1,16,0
1791,23,26,14,1
1791,27,30,11,1
1791,41,41,1,0
1791,15,15,51,1
2202,2,32,1,3
2202,0,1,6,0
2202,16,43,43,0
2202,11,37,1,3
2202,7,34,10,0
2202,9,35,16,2
2202,10,37,1,3
2202,8,34,20,2
2202,6,34,4,0
2202,4,31,7,0
2202,3,32,1,3
2202,5,31,17,1
2202,13,40,1,2
2202,14,40,2,1
2202,15,40,21,3
2202,12,40,1,2
2202,1,27,7,0
2162,2,11,44,1
2162,0,2,27,0
2162,11,38,21,3
2162,7,31,21,1
2162,9,32,4,1
2162,10,34,6,2
2162,8,31,7,2
2162,6,26,19,1
2162,4,20,19,2
2162,3,15,36,3
2162,5,29,11,1
2162,1,8,13,1
2354,2,22,19,2
2354,0,1,7,0
2354,7,39,1,1
2354,9,54,27,1
2354,10,54,33,1
2354,8,41,21,1
2354,6,38,5,0
2354,4,32,1,4
2354,3,28,7,3
2354,5,34,20,1
2354,1,14,36,1
671,2,6,18,1
671,0,25,50,0
671,11,30,6,1
671,7,17,14,1
671,9,27,10,1
671,10,29,16,1
671,8,22,19,1
671,6,13,40,1
671,4,11,54,1
671,3,8,42,1
671,5,12,15,1
671,13,31,12,1
671,14,36,4,0
671,15,37,1,1
671,12,29,20,1
671,1,1,7,1
2172,2,3,45,0
2172,11,21,14,0
2172,39,50,23,2
2172,25,34,20,3
2172,42,54,30,1
2172,29,36,13,0
2172,8,18,54,0
2172,20,29,23,2
2172,14,24,14,1
2172,31,36,29,0
2172,33,38,41,0
2172,18,28,14,2
2172,26,35,1,1
2172,35,39,21,2
2172,17,27,8,1
2172,44,54,52,0
2172,4,14,46,0
2172,37,45,20,2
2172,13,23,23,0
2172,30,36,16,2
2172,1,1,14,0
2172,32,38,1,1
2172,40,54,20,1
2172,7,16,31,1
2172,9,20,23,0
2172,43,54,5,0
2172,34,39,2,1
2172,3,14,40,1
2172,38,45,27,2
2172,36,44,23,1
2172,12,21,30,1
2172,0,2,28,0
2172,16,30,3,0
2172,21,29,17,3
2172,10,20,39,0
2172,19,28,20,1
2172,22,30,9,2
2172,6,15,50,0
2172,24,32,26,1
2172,28,35,10,1
2172,5,15,43,1
2172,23,32,13,2
2172,27,35,7,1
2172,41,54,36,0
2172,15,25,6,1
721,18,30,14,1
721,30,50,22,2
721,2,5,50,3
721,0,26,48,0
721,16,29,1,2
721,11,18,28,1
721,21,33,18,1
721,7,12,36,2
721,9,15,33,3
721,25,36,3,1
721,10,16,15,0
721,26,36,17,1
721,29,49,28,2
721,19,31,4,2
721,17,31,10,2
721,8,14,38,2
721,22,33,22,1
721,6,11,45,1
721,24,35,8,2
721,4,9,12,1
721,3,9,6,0
721,28,41,21,1
721,5,10,52,3
721,20,33,1,2
721,23,34,5,2
721,13,25,9,2
721,14,28,1,2
721,31,54,26,2
721,27,37,22,2
721,15,28,4,2
721,12,20,24,1
721,1,3,14,1
930,2,11,44,2
930,0,1,7,0
930,7,47,28,3
930,9,52,24,4
930,10,54,29,5
930,8,50,18,1
930,6,41,20,2
930,4,29,1,1
930,3,19,31,1
930,5,33,5,1
930,1,9,49,2
117,18,54,31,1
117,2,9,17,2
117,0,1,45,0
117,16,54,32,1
117,11,48,25,2
117,7,21,14,1
117,9,42,21,2
117,10,43,15,0
117,17,54,34,1
117,8,29,21,1
117,6,17,23,2
117,4,14,36,1
117,3,11,33,1
117,5,16,17,3
117,13,54,24,1
117,14,54,29,2
117,15,54,25,1
117,12,51,23,2
117,1,4,12,1
1195,7,29,19,1
1195,4,20,26,2
1195,2,15,35,3
1195,3,16,31,3
1195,0,1,26,0
1195,5,22,19,1
1195,8,37,20,3
1195,6,27,25,2
1195,1,12,16,2
1386,7,24,26,5
1386,4,10,46,1
1386,2,10,52,3
1386,3,10,14,1
1386,0,1,28,0
1386,5,15,36,4
1386,8,54,27,2
1386,6,17,18,4
1386,1,1,10,2
1400,2,11,49,2
1400,0,1,20,0
1400,11,35,19,3
1400,7,25,14,2
1400,9,30,27,0
1400,10,31,20,4
1400,8,29,15,3
1400,6,24,19,3
1400,4,14,34,1
1400,3,11,54,2
1400,5,17,22,1
1400,13,44,22,1
1400,12,36,24,3
1400,1,1,6,2
284,2,7,42,0
284,0,2,2,0
284,11,54,26,3
284,7,17,25,0
284,9,44,39,0
284,10,46,24,2
284,8,32,20,1
284,6,14,36,1
284,4,10,54,1
284,3,11,13,1
284,5,14,43,0
284,13,54,39,0
284,12,54,11,0
284,1,5,36,0
1327,2,13,42,5
1327,0,1,5,0
1327,7,30,19,1
1327,9,40,20,3
1327,8,32,15,2
1327,6,30,10,1
1327,4,15,35,3
1327,3,15,17,2
1327,5,20,19,2
1327,1,10,46,3
1588,2,11,54,2
1588,0,1,30,0
1588,11,54,29,2
1588,7,37,19,1
1588,9,54,19,0
1588,10,54,24,2
1588,8,52,27,2
1588,6,30,22,1
1588,4,17,32,4
1588,3,13,38,3
1588,5,21,22,1
1588,1,4,12,2
1144,18,32,23,2
1144,2,5,12,1
1144,0,1,33,0
1144,16,31,1,2
1144,11,28,1,2
1144,21,38,6,0
1144,7,20,45,0
1144,9,26,10,2
1144,25,54,33,0
1144,10,27,24,2
1144,19,33,3,2
1144,17,32,1,2
1144,8,25,4,2
1144,22,45,16,1
1144,6,15,37,1
1144,24,52,26,2
1144,4,11,49,3
1144,3,6,51,2
1144,5,12,43,1
1144,20,33,9,2
1144,23,46,22,4
1144,13,28,19,1
1144,14,31,7,2
1144,15,31,13,0
1144,12,28,6,2
1144,1,2,10,1
1714,18,35,5,0
1714,2,5,46,0
1714,0,1,31,0
1714,16,34,35,0
1714,11,30,1,1
1714,21,43,14,0
1714,7,25,15,1
1714,9,29,6,0
1714,10,29,14,1
1714,19,35,19,0
1714,17,35,1,1
1714,8,26,9,1
1714,22,48,54,0
1714,6,24,25,1
1714,24,51,23,1
1714,4,13,46,1
1714,3,7,18,0
1714,5,20,10,0
1714,20,39,21,0
1714,23,49,9,0
1714,13,31,29,0
1714,14,37,1,1
1714,15,36,13,0
1714,12,30,21,1
1714,1,1,54,0
474,18,42,15,0
474,2,1,12,1
474,0,12,1,0
474,16,20,54,0
474,11,12,41,1
474,21,45,24,3
474,7,6,26,0
474,9,8,36,0
474,25,54,31,3
474,10,11,54,1
474,26,54,38,0
474,19,42,25,1
474,17,25,41,0
474,8,7,54,1
474,22,50,23,3
474,6,5,45,0
474,24,54,27,5
474,4,3,54,1
474,3,1,54,0
474,5,4,54,1
474,20,44,22,3
474,23,54,20,2
474,13,14,37,1
474,14,17,54,0
474,27,54,33,1
474,15,20,51,0
474,12,12,52,1
474,1,1,33,0
1116,7,49,23,1
1116,4,23,19,2
1116,2,13,39,2
1116,3,20,25,2
1116,0,1,1,0
1116,5,27,24,4
1116,8,54,26,2
1116,6,34,20,5
1116,1,12,14,2
1374,18,29,7,0
1374,2,9,39,1
1374,0,3,26,0
1374,16,26,21,1
1374,11,20,14,1
1374,21,34,26,1
1374,7,14,36,1
1374,9,17,11,0
1374,25,41,23,1
1374,10,17,34,1
1374,26,46,22,1
1374,19,30,20,4
1374,17,27,24,1
1374,8,15,47,0
1374,22,33,8,0
1374,6,13,41,1
1374,24,35,20,2
1374,4,10,54,2
1374,3,10,10,0
1374,5,13,50,1
1374,20,32,15,1
1374,23,35,14,0
1374,13,24,6,0
1374,14,24,18,2
1374,27,48,18,1
1374,15,26,15,1
1374,12,21,18,2
1374,1,8,50,1
2009,2,4,48,1
2009,0,13,2,0
2009,11,15,54,1
2009,7,11,51,3
2009,9,13,40,2
2009,10,14,36,3
2009,8,11,54,2
2009,6,10,54,2
2009,4,10,36,2
2009,3,7,51,3
2009,5,10,45,2
2009,13,20,30,3
2009,14,40,20,1
2009,15,54,27,1
2009,12,19,18,1
2009,1,3,12,1
1581,2,14,35,6
1581,0,1,9,1
1581,7,22,17,0
1581,9,23,32,1
1581,8,22,27,4
1581,6,20,34,2
1581,4,17,30,3
1581,3,15,50,1
1581,5,19,40,1
1581,1,13,45,1
188,4,27,20,4
188,2,20,25,4
188,3,27,11,2
188,0,1,29,0
188,5,27,15,6
188,6,35,20,6
188,1,12,15,1
589,2,11,54,2
589,0,1,2,0
589,11,53,26,2
589,7,26,20,2
589,9,37,18,1
589,10,48,22,2
589,8,32,20,1
589,6,23,19,2
589,4,16,17,1
589,3,13,40,1
589,5,17,30,1
589,1,10,51,2
685,4,43,4,0
685,2,19,25,2
685,3,38,20,3
685,0,2,25,0
685,5,47,33,0
685,6,54,31,1
685,1,1,8,1
782,18,33,3,0
782,30,49,17,1
782,32,54,13,0
782,2,5,54,0
782,0,1,6,0
782,16,31,36,0
782,11,27,19,0
782,21,36,16,0
782,7,22,33,0
782,9,25,9,1
782,25,43,22,2
782,10,27,2,0
782,26,44,33,0
782,29,47,21,2
782,19,34,19,0
782,17,32,1,1
782,8,23,4,0
782,22,37,2,0
782,6,20,16,0
782,24,42,27,2
782,4,15,26,1
782,3,12,21,0
782,28,45,17,2
782,5,17,18,0
782,20,35,33,0
782,23,40,29,0
782,13,32,8,1
782,14,31,13,1
782,31,53,3,0
782,27,45,5,0
782,15,29,22,0
782,12,28,16,1
782,1,4,33,0
1616,2,1,27,0
1616,11,15,16,1
1616,39,53,22,0
1616,25,29,2,0
1616,42,54,42,0
1616,29,31,7,1
1616,8,12,20,0
1616,20,24,2,0
1616,14,17,3,0
1616,31,33,49,0
1616,33,35,9,1
1616,18,21,37,0
1616,26,31,13,1
1616,35,46,1,0
1616,17,20,26,0
1616,4,4,54,1
1616,37,46,22,1
1616,13,16,11,0
1616,30,33,1,0
1616,1,1,18,0
1616,32,34,6,1
1616,40,54,1,0
1616,7,10,52,1
1616,9,12,46,2
1616,43,54,30,1
1616,34,36,1,0
1616,3,3,14,0
1616,38,52,30,1
1616,36,46,13,0
1616,12,15,20,1
1616,0,36,33,0
1616,16,19,18,1
1616,21,26,8,1
1616,10,13,42,2
1616,19,22,1,0
1616,22,26,17,0
1616,6,9,43,2
1616,24,26,20,0
1616,28,32,3,1
1616,5,5,46,0
1616,23,25,23,0
1616,27,31,1,0
1616,41,54,18,0
1616,15,17,14,1
1835,7,54,26,1
1835,4,31,20,5
1835,2,22,22,2
1835,3,27,15,4
1835,0,1,4,0
1835,5,36,21,4
1835,6,43,20,2
1835,1,17,18,2
1871,2,4,14,2
1871,0,2,31,0
1871,11,38,21,2
1871,7,17,28,2
1871,9,30,13,2
1871,10,35,12,2
1871,8,19,23,1
1871,6,16,33,2
1871,4,12,16,2
1871,3,10,54,1
1871,5,12,43,2
1871,13,49,17,0
1871,12,47,23,2
1871,1,1,9,1
621,2,10,47,1
621,0,1,23,0
621,7,37,21,2
621,9,52,26,3
621,10,54,29,3
621,8,53,20,1
621,6,30,21,1
621,4,22,27,3
621,3,17,18,2
621,5,25,19,3
621,1,1,8,1
617,2,8,53,3
617,0,1,28,0
617,7,22,25,3
617,9,39,20,1
617,10,47,23,1
617,8,27,25,3
617,6,18,18,2
617,4,11,54,3
617,3,10,48,2
617,5,12,40,3
617,1,5,13,2
353,2,23,27,2
353,0,1,27,0
353,11,42,21,1
353,7,29,35,0
353,9,32,10,3
353,10,35,25,1
353,8,30,7,1
353,6,28,22,3
353,4,26,6,0
353,3,26,12,4
353,5,30,15,4
353,13,54,27,2
353,12,51,23,2
353,1,1,8,1
797,2,13,42,2
797,0,1,10,0
797,7,27,22,1
797,9,43,21,6
797,10,46,17,3
797,8,35,21,3
797,6,24,16,1
797,4,15,30,1
797,3,11,54,2
797,5,15,34,1
797,1,10,47,1
1446,2,13,38,4
1446,0,1,12,0
1446,16,37,25,1
1446,11,30,8,2
