framenr,roinr,mx,my,count
2420,1,1,9,1
2351,7,33,14,3
2351,4,15,34,2
2351,2,12,40,1
2351,3,14,16,1
2351,0,29,49,0
2351,5,17,29,3
2351,8,38,19,4
2351,6,21,22,3
2351,1,1,11,1
1124,7,46,22,3
1124,4,15,31,2
1124,2,11,43,1
1124,3,10,52,2
1124,0,16,4,0
1124,5,26,18,1
1124,6,38,20,2
1124,1,1,5,2
1337,18,26,14,3
1337,30,52,26,2
1337,2,1,30,0
1337,0,47,1,0
1337,16,22,19,1
1337,11,18,38,0
1337,21,26,27,0
1337,7,12,38,2
1337,9,14,20,0
1337,25,38,20,1
1337,10,15,31,0
1337,26,40,40,0
1337,29,51,28,2
1337,19,26,19,2
1337,17,26,1,0
1337,8,14,42,2
1337,22,33,13,2
1337,6,9,42,2
1337,24,35,28,0
1337,4,4,25,0
1337,3,1,12,2
1337,28,48,52,0
1337,5,6,39,2
1337,20,26,23,2
1337,23,33,19,1
1337,13,19,22,1
1337,14,19,35,0
1337,27,40,51,0
1337,15,21,26,1
1337,12,20,15,1
1337,1,1,6,3
2061,7,26,24,1
2061,4,19,24,4
2061,2,11,42,1
2061,3,10,52,3
2061,0,1,7,0
2061,5,19,32,2
2061,8,35,19,2
2061,6,24,29,4
2061,1,10,49,2
873,7,29,1,2
873,4,22,26,3
873,2,12,39,1
873,3,16,31,2
873,0,1,20,0
873,5,26,12,3
873,8,52,23,2
873,6,29,18,5
873,1,10,52,1
1273,18,39,19,2
1273,2,10,5,0
1273,0,38,49,0
1273,16,35,9,1
1273,11,28,13,1
1273,21,47,7,0
1273,7,24,37,0
1273,9,26,1,1
1273,25,52,22,1
1273,10,27,4,1
1273,26,52,4,0
1273,19,43,24,3
1273,17,39,7,0
1273,8,25,34,0
1273,22,47,32,0
1273,6,20,22,1
1273,24,51,5,0
1273,4,14,1,0
1273,3,13,15,1
1273,5,14,39,0
1273,20,45,20,2
1273,23,50,28,1
1273,13,31,21,0
1273,14,34,13,1
1273,27,52,34,0
1273,15,34,20,1
1273,12,32,4,1
1273,1,3,17,0
2284,18,34,1,1
2284,2,1,10,2
2284,0,40,42,0
2284,16,30,1,1
2284,11,18,32,1
2284,21,42,3,0
2284,7,10,51,1
2284,9,14,30,1
2284,10,15,34,1
2284,19,40,1,1
2284,17,32,15,2
2284,8,11,33,1
2284,22,48,22,2
2284,6,9,48,1
2284,4,8,8,1
2284,3,4,19,0
2284,5,8,12,1
2284,20,40,23,1
2284,23,52,14,0
2284,13,29,9,2
2284,14,27,16,2
2284,15,27,3,0
2284,12,23,47,0
2284,1,1,41,0
975,2,11,41,2
975,0,2,2,0
975,7,30,6,1
975,9,28,20,3
975,10,42,20,1
975,8,29,13,4
975,6,23,15,5
975,4,14,15,3
975,3,13,33,1
975,5,18,17,3
975,1,10,52,4
354,18,44,20,1
354,2,5,52,3
354,0,30,44,0
354,16,31,17,3
354,11,26,11,2
354,7,14,52,2
354,9,23,5,2
354,10,23,26,3
354,19,52,24,1
354,17,33,22,1
354,8,17,29,3
354,6,9,52,3
354,4,10,48,2
354,3,6,50,3
354,5,8,52,3
354,13,27,22,2
354,14,28,8,3
354,15,29,3,1
354,12,27,14,2
354,1,4,11,1
610,2,1,6,1
610,0,1,24,0
610,16,42,27,0
610,11,28,7,1
610,7,14,52,2
610,9,21,26,1
610,10,30,2,1
610,17,52,24,2
610,8,16,43,0
610,6,14,49,1
610,4,10,50,1
610,3,9,52,2
610,5,11,52,2
610,13,36,3,1
610,14,37,19,2
610,15,42,20,2
610,12,31,8,1
610,1,1,6,1
1845,2,5,12,1
1845,0,28,49,0
1845,11,45,20,2
1845,7,21,27,2
1845,9,31,22,3
1845,10,34,19,3
1845,8,28,19,4
1845,6,21,17,2
1845,4,12,39,1
1845,3,10,52,1
1845,5,23,19,3
1845,13,51,23,3
1845,14,52,29,3
1845,12,45,24,2
1845,1,1,11,1
1442,7,50,23,4
1442,4,24,25,3
1442,2,12,39,2
1442,3,17,31,5
1442,0,1,4,0
1442,5,29,19,1
1442,6,38,19,2
1442,1,9,52,1
2300,2,14,32,3
2300,0,1,2,0
2300,11,35,19,2
2300,7,31,1,2
2300,9,28,19,1
2300,10,33,3,2
2300,8,27,5,1
2300,6,23,28,0
2300,4,20,35,2
2300,3,17,29,2
2300,5,21,24,1
2300,13,42,20,1
2300,12,36,12,0
2300,1,11,37,2
563,2,9,46,1
563,0,1,3,1
563,11,31,21,2
563,7,23,12,3
563,9,26,18,3
563,10,27,5,2
563,8,28,10,3
563,6,20,22,4
563,4,17,27,2
563,3,15,17,2
563,5,17,31,1
563,13,42,19,3
563,14,50,23,1
563,12,32,9,2
563,1,6,44,1
1451,2,10,13,1
1451,0,26,50,0
1451,16,48,18,1
1451,11,29,12,2
1451,7,22,18,3
1451,9,24,25,2
1451,10,26,10,2
1451,17,52,29,1
1451,8,24,16,4
1451,6,15,37,3
1451,4,12,35,3
1451,3,10,43,2
1451,5,15,32,2
1451,13,31,8,2
1451,14,36,19,1
1451,15,48,22,1
1451,12,29,19,2
1451,1,7,14,1
1929,18,31,4,1
1929,2,1,5,3
1929,0,28,24,0
1929,16,29,1,1
1929,11,13,33,1
1929,21,41,52,0
1929,7,7,11,1
1929,9,10,10,1
1929,25,52,24,1
1929,10,10,52,3
1929,26,52,18,0
1929,19,34,1,1
1929,17,28,42,0
1929,8,9,52,3
1929,22,48,21,0
1929,6,5,52,3
1929,24,50,29,0
1929,4,2,12,3
1929,3,1,13,1
1929,5,7,47,2
1929,20,40,1,0
1929,23,50,10,0
1929,13,15,52,2
1929,14,26,3,1
1929,15,27,7,1
1929,12,14,47,2
1929,1,1,2,3
1082,2,10,43,3
1082,0,26,49,0
1082,11,52,23,2
1082,7,25,11,2
1082,9,28,14,6
1082,10,31,18,6
1082,8,28,8,2
1082,6,23,15,4
1082,4,21,21,2
1082,3,15,31,4
1082,5,21,25,2
1082,1,1,4,2
880,2,11,41,4
880,0,27,49,0
880,11,52,25,2
880,7,27,22,3
880,9,32,20,4
880,10,52,19,1
880,8,30,2,1
880,6,29,10,2
880,4,25,5,1
880,3,15,31,2
880,5,27,1,1
880,12,52,30,2
880,1,1,11,2
1194,7,37,20,3
1194,4,20,23,5
1194,2,14,35,4
1194,3,16,30,5
1194,0,1,46,0
1194,5,21,18,6
1194,6,28,19,4
1194,1,13,16,1
1791,18,23,22,1
1791,30,33,19,1
1791,33,37,3,0
1791,32,38,1,1
1791,2,1,37,0
1791,40,52,52,0
1791,0,48,31,0
1791,16,18,22,0
1791,11,12,52,3
1791,21,26,19,1
1791,39,51,12,0
1791,7,10,49,3
1791,9,12,15,1
1791,25,29,16,2
1791,10,12,24,0
1791,26,29,40,0
1791,29,31,33,0
1791,34,39,46,0
1791,35,40,1,1
1791,19,23,43,0
1791,17,20,52,0
1791,8,10,52,3
1791,22,28,2,1
1791,6,7,52,3
1791,24,29,10,1
1791,4,1,1,0
1791,37,46,1,0
1791,3,1,32,0
1791,28,32,5,1
1791,5,1,15,0
1791,38,46,14,0
1791,20,25,13,2
1791,23,28,22,2
1791,13,14,50,3
1791,14,14,52,3
1791,31,36,10,0
1791,27,30,1,1
1791,36,42,1,0
1791,15,18,6,0
1791,12,13,43,0
1791,1,1,11,0
2202,2,31,1,3
2202,0,1,1,0
2202,11,36,1,3
2202,7,33,9,0
2202,9,34,15,2
2202,10,38,1,3
2202,8,33,19,2
2202,6,33,3,1
2202,4,30,6,0
2202,3,31,1,3
2202,5,30,16,1
2202,13,42,42,0
2202,12,39,20,3
2202,1,26,6,0
2162,2,10,43,1
2162,0,26,50,0
2162,7,30,20,3
2162,9,37,20,3
2162,8,32,4,2
2162,6,25,18,1
2162,4,19,18,2
2162,3,14,35,3
2162,5,28,10,2
2162,1,7,12,1
2354,2,21,18,2
2354,0,1,8,0
2354,11,38,1,1
2354,7,31,3,4
2354,9,33,19,1
2354,10,37,4,2
2354,8,31,6,3
2354,6,31,1,4
2354,4,27,7,3
2354,3,26,4,3
2354,5,30,1,4
2354,13,52,26,2
2354,14,52,32,2
2354,12,40,20,2
2354,1,13,35,1
671,2,5,17,1
671,0,28,48,0
671,11,29,7,1
671,7,16,13,2
671,9,26,9,1
671,10,28,16,1
671,8,21,18,1
671,6,12,39,1
671,4,10,52,1
671,3,7,41,1
671,5,11,14,1
671,13,36,1,1
671,12,35,3,1
671,1,1,6,1
2172,18,34,8,1
2172,2,13,39,1
2172,0,51,50,0
2172,16,31,12,2
2172,11,29,3,1
2172,21,37,40,0
2172,7,19,38,0
2172,9,22,22,1
2172,25,44,26,2
2172,10,23,13,2
2172,26,49,22,3
2172,29,52,4,0
2172,19,35,15,2
2172,17,33,19,4
2172,8,20,13,0
2172,22,38,1,1
2172,6,15,30,1
2172,24,43,21,3
2172,4,14,42,1
2172,3,13,45,1
2172,28,52,29,2
2172,5,14,49,0
2172,20,35,28,0
2172,23,38,20,3
2172,13,27,19,3
2172,14,28,22,2
2172,27,52,19,1
2172,15,28,16,3
2172,12,27,13,3
2172,1,1,13,0
721,18,32,17,1
721,2,4,49,4
721,0,26,50,0
721,16,30,10,2
721,11,19,23,1
721,21,34,7,2
721,7,12,36,2
721,9,15,14,0
721,25,48,27,2
721,10,17,27,2
721,26,49,21,2
721,19,32,21,1
721,17,32,1,2
721,8,14,32,3
721,22,35,16,3
721,6,10,44,2
721,24,40,20,1
721,4,8,11,1
721,3,8,5,0
721,5,9,51,4
721,20,34,3,2
721,23,36,21,2
721,13,27,1,2
721,14,29,3,2
721,27,52,25,2
721,15,28,1,2
721,12,24,8,2
721,1,2,13,1
930,2,18,30,1
930,0,1,3,0
930,7,49,17,2
930,9,52,28,6
930,8,51,23,6
930,6,46,27,4
930,4,32,4,1
930,3,28,1,1
930,5,40,19,2
930,1,9,45,2
117,2,8,16,3
117,0,2,48,0
117,11,50,23,2
117,7,20,13,2
117,9,41,20,3
117,10,42,14,2
117,8,28,20,1
117,6,16,22,3
117,4,13,35,1
117,3,10,32,1
117,5,15,16,3
117,13,52,32,1
117,14,52,30,2
117,12,52,28,3
117,1,3,11,1
1195,7,36,19,3
1195,4,21,18,3
1195,2,15,32,3
1195,3,19,25,3
1195,0,3,51,1
1195,5,26,24,3
1195,6,28,18,3
1195,1,11,15,2
1386,2,1,11,2
1386,0,24,1,0
1386,7,16,17,4
1386,9,52,26,2
1386,8,23,25,5
1386,6,14,35,4
1386,4,9,13,1
1386,3,9,51,4
1386,5,9,45,3
1386,1,1,7,2
1400,2,10,48,2
1400,0,27,50,0
1400,7,29,26,0
1400,9,35,23,3
1400,10,43,21,1
1400,8,31,19,4
1400,6,24,16,5
1400,4,13,33,1
1400,3,10,52,3
1400,5,16,21,2
1400,1,1,5,2
284,2,6,41,1
284,0,23,1,0
284,11,52,25,4
284,7,16,24,0
284,9,43,38,0
284,10,45,23,2
284,8,31,19,1
284,6,13,35,1
284,4,9,52,1
284,3,10,12,1
284,5,13,42,1
284,13,52,38,0
284,12,52,10,0
284,1,4,35,0
1327,4,29,12,1
1327,2,17,17,2
1327,3,14,34,4
1327,0,2,5,0
1327,5,39,19,3
1327,1,10,43,4
1588,2,10,52,2
1588,0,18,1,0
1588,11,52,28,2
1588,7,36,18,1
1588,9,52,18,1
1588,10,52,23,2
1588,8,51,26,2
1588,6,29,21,1
1588,4,16,31,4
1588,3,12,37,4
1588,5,20,21,1
1588,1,3,11,2
1144,18,44,15,2
1144,2,4,11,1
1144,0,37,47,0
1144,16,31,22,3
1144,11,27,1,2
1144,21,52,32,0
1144,7,19,44,0
1144,9,25,9,2
1144,10,26,23,2
1144,19,45,21,4
1144,17,37,5,0
1144,8,24,3,2
1144,6,14,36,1
1144,4,10,48,3
1144,3,5,50,2
1144,5,11,42,2
1144,20,51,25,3
1144,13,27,18,2
1144,14,30,12,0
1144,15,31,1,2
1144,12,30,4,2
1144,1,1,9,1
1714,18,40,1,1
1714,2,6,17,0
1714,0,36,51,0
1714,16,34,18,2
1714,11,30,28,0
1714,7,29,6,1
1714,9,29,1,1
1714,10,29,20,1
1714,19,48,8,0
1714,17,35,14,0
1714,8,28,13,1
1714,6,25,8,1
1714,4,14,46,1
1714,3,12,44,1
1714,5,24,15,2
1714,20,50,22,2
1714,13,33,34,0
1714,14,34,1,1
1714,15,34,4,0
1714,12,32,1,1
1714,1,1,52,0
474,18,49,22,4
474,2,1,11,1
474,0,15,3,0
474,16,41,24,1
474,11,13,36,1
474,21,52,30,3
474,7,6,52,1
474,9,10,52,1
474,10,11,40,1
474,19,52,19,4
474,17,43,21,3
474,8,7,35,1
474,22,52,37,0
474,6,5,25,0
474,4,2,52,1
474,3,2,52,1
474,5,4,44,0
474,20,52,26,5
474,23,52,32,1
474,13,19,50,0
474,14,24,40,0
474,15,41,14,0
474,12,18,52,0
474,1,1,32,0
1116,7,48,22,1
1116,4,22,18,2
1116,2,12,38,2
1116,3,19,24,2
1116,0,24,51,0
1116,5,26,23,4
1116,8,52,25,2
1116,6,33,19,5
1116,1,11,13,2
1374,18,33,25,2
1374,2,8,38,1
1374,0,31,43,0
1374,16,29,19,4
1374,11,24,15,2
1374,21,34,19,2
1374,7,14,46,1
1374,9,16,33,1
1374,10,19,13,2
1374,19,32,7,0
1374,17,31,14,3
1374,8,16,10,0
1374,22,40,22,2
1374,6,13,35,1
1374,24,47,17,1
1374,4,9,52,2
1374,3,9,9,0
1374,5,12,40,1
1374,20,34,13,1
1374,23,45,21,1
1374,13,25,20,3
1374,14,26,23,1
1374,15,28,6,0
1374,12,23,5,0
1374,1,8,49,2
2009,2,3,47,2
2009,0,24,1,1
2009,11,18,17,1
2009,7,10,52,3
2009,9,13,35,5
2009,10,14,52,3
2009,8,12,39,3
2009,6,9,52,3
2009,4,9,35,3
2009,3,8,50,4
2009,5,9,44,3
2009,13,39,19,1
2009,14,52,26,1
2009,12,19,29,4
2009,1,2,11,1
1581,7,21,16,0
1581,4,16,29,5
1581,2,13,34,6
1581,3,14,49,2
1581,0,1,10,1
1581,5,18,39,4
1581,8,21,26,4
1581,6,21,32,3
1581,1,12,44,4
188,4,26,19,7
188,2,19,24,4
188,3,26,11,3
188,0,1,32,0
188,5,34,19,6
188,1,11,14,1
589,2,12,39,1
589,0,2,3,0
589,7,36,17,1
589,9,52,25,2
589,8,47,21,2
589,6,31,19,1
589,4,16,29,1
589,3,15,16,2
589,5,23,18,2
589,1,10,52,2
685,4,42,3,0
685,2,18,24,2
685,3,37,19,3
685,0,1,24,0
685,5,46,32,0
685,6,52,30,1
685,1,1,7,1
782,18,35,15,1
782,2,4,52,0
782,0,2,2,0
782,16,33,18,0
782,11,27,15,1
782,21,42,21,2
782,7,22,3,0
782,9,26,1,0
782,25,46,20,2
782,10,26,18,0
782,26,48,16,2
782,19,36,1,1
782,17,34,32,0
782,8,24,8,1
782,22,43,32,0
782,6,21,32,0
782,24,44,16,2
782,4,14,25,1
782,3,11,20,0
782,28,52,12,0
782,5,18,16,0
782,20,40,27,2
782,23,44,4,0
782,13,30,12,1
782,14,28,21,0
782,27,52,2,0
782,15,30,35,0
782,12,31,5,1
782,1,3,32,0
1616,18,24,22,1
1616,30,52,29,1
1616,2,2,13,0
1616,0,49,50,0
1616,16,27,7,1
1616,11,16,2,0
1616,21,30,12,1
1616,7,12,41,2
1616,9,14,19,1
1616,25,45,1,0
1616,10,15,10,0
1616,26,45,21,1
1616,29,52,17,0
1616,19,25,19,0
1616,17,25,16,0
1616,8,15,14,1
1616,22,32,48,0
1616,6,11,45,2
1616,24,35,1,1
1616,4,8,42,2
1616,3,4,45,2
1616,28,52,1,0
1616,5,9,51,2
1616,20,29,1,1
1616,23,33,8,1
1616,13,19,25,0
1616,14,20,36,0
1616,27,51,29,1
1616,15,22,1,0
1616,12,18,17,1
1616,1,1,26,0
1835,7,42,19,2
1835,4,26,14,4
1835,2,19,17,3
1835,3,21,21,2
1835,0,1,38,0
1835,5,30,19,6
1835,8,52,25,1
1835,6,35,20,5
1835,1,14,16,2
1871,2,3,13,2
1871,0,27,51,0
1871,11,37,20,2
1871,7,16,27,3
1871,9,29,12,2
1871,10,34,11,2
1871,8,18,22,2
1871,6,15,32,3
1871,4,11,15,2
1871,3,9,52,1
1871,5,11,42,2
1871,13,48,16,1
1871,12,46,22,2
1871,1,1,8,2
621,2,9,46,1
621,0,1,25,0
621,11,52,28,3
621,7,36,20,2
621,9,51,25,3
621,10,52,20,1
621,8,51,19,1
621,6,29,20,2
621,4,21,26,3
621,3,16,17,3
621,5,24,18,3
621,1,1,7,1
617,2,7,52,3
617,0,28,42,0
617,11,46,22,1
617,7,20,27,4
617,9,26,24,5
617,10,38,19,1
617,8,22,18,3
617,6,17,17,3
617,4,10,52,3
617,3,9,47,2
617,5,11,39,3
617,1,4,12,2
353,2,22,26,2
353,0,1,24,0
353,11,52,26,2
353,7,28,34,0
353,9,41,20,1
353,10,50,22,2
353,8,34,24,2
353,6,27,21,4
353,4,25,5,1
353,3,26,10,4
353,5,29,13,5
353,1,1,7,1
797,2,12,41,2
797,0,1,2,0
797,11,45,16,6
797,7,23,15,1
797,9,34,20,3
797,10,42,20,6
797,8,26,21,2
797,6,14,33,1
797,4,10,52,3
797,3,10,48,3
797,5,14,29,1
797,1,9,45,2
1446,2,12,37,4
1446,0,1,2,0
1446,11,30,19,1
1446,7,24,12,5
1446,9,28,13,4
1446,10,31,1,1
1446,8,28,7,2
1446,6,23,17,4
1446,4,19,8,0
1446,3,17,26,1
1446,5,22,22,4
1446,13,37,19,1
1446,12,36,24,2
1446,1,8,52,1
430,18,17,52,0
430,2,1,14,3
430,0,42,1,0
430,16,15,33,1
430,11,9,50,3
430,21,21,3,0
430,7,4,6,4
430,9,8,12,2
430,25,46,26,1
430,10,9,44,2
430,26,46,52,0
430,19,18,1,0
430,17,15,47,2
430,8,7,23,0
430,22,24,1,0
430,6,3,39,0
430,24,37,19,1
430,4,1,15,3
430,3,1,17,3
430,28,52,20,1
430,5,2,32,0
430,20,19,11,0
430,23,32,19,1
430,13,12,41,1
430,14,12,10,2
430,27,50,23,1
430,15,14,52,2
430,12,9,52,3
430,1,1,9,4
2251,4,29,10,4
2251,2,17,16,2
2251,3,24,18,4
2251,0,1,5,0
2251,5,37,20,4
2251,1,17,30,2
1166,7,52,29,1
1166,4,28,3,1
1166,2,21,23,8
1166,3,25,19,7
1166,0,1,39,0
1166,5,29,9,2
1166,6,35,19,1
1166,1,15,16,3
1329,2,10,41,3
1329,0,34,48,0
1329,16,39,20,1
1329,11,27,22,3
1329,7,19,34,1
1329,9,28,13,2
1329,10,28,6,2
1329,17,44,19,1
1329,8,23,25,2
1329,6,18,42,1
1329,4,12,37,3
1329,3,12,14,1
1329,5,14,33,2
1329,13,31,5,2
1329,14,31,24,1
1329,15,33,18,2
1329,12,28,17,3
1329,1,7,35,2
79,2,10,42,4
79,0,27,50,0
79,11,52,29,2
79,7,29,1,2
79,9,47,22,2
79,10,52,23,3
79,8,37,19,3
79,6,29,7,2
79,4,17,14,1
79,3,13,36,3
79,5,19,17,1
79,1,1,4,1
1640,2,4,39,0
1640,0,31,49,0
1640,11,24,26,2
1640,7,14,50,3
1640,9,20,18,2
1640,10,23,14,1
1640,8,18,26,2
1640,6,11,36,1
1640,4,9,50,3
1640,3,11,16,3
1640,5,11,26,0
1640,13,32,18,1
1640,14,52,27,1
1640,12,31,10,1
1640,1,1,9,0
1479,2,11,44,4
1479,0,2,19,0
1479,11,43,17,1
1479,7,25,25,3
1479,9,30,23,2
1479,10,39,20,1
1479,8,30,19,2
1479,6,23,18,2
1479,4,15,44,4
1479,3,12,36,2
1479,5,19,24,2
1479,12,52,24,2
1479,1,1,2,1
2396,2,5,52,2
2396,0,27,49,0
2396,16,43,19,1
2396,11,28,8,2
2396,7,18,26,2
2396,9,25,24,3
2396,10,29,1,2
2396,17,52,30,1
2396,8,24,29,1
2396,6,16,31,1
2396,4,9,48,1
2396,3,6,12,2
2396,5,10,52,2
2396,13,29,19,3
2396,14,31,1,2
2396,15,32,6,2
2396,12,29,4,2
2396,1,2,11,3
71,2,9,14,3
71,0,25,1,0
71,11,44,19,1
71,7,12,52,2
71,9,17,34,3
71,10,32,19,3
71,8,16,28,1
71,6,12,37,3
71,4,9,45,3
71,3,8,52,2
71,5,11,40,3
71,12,52,27,1
71,1,6,38,3
154,18,52,21,3
154,2,4,52,2
154,0,30,42,0
154,16,49,23,3
154,11,22,24,1
154,7,14,49,3
154,9,22,15,2
154,10,22,19,1
154,19,52,24,3
