framenr,mean,std,threshold,score,distance
40,0.01162024809619859,0.0030766666382120024,0.014696914734410593,4.285714285714286,3.0
41,0.012775530400024788,0.005745873467765287,0.018521403867790075,7.4,3.0
42,0.012542714830338746,0.004663475069065005,0.01720618989940375,3.375,3.0
43,0.01311615006532768,0.005716514718831249,0.01883266478415893,1.8571428571428572,6.0
44,0.01326952260719462,0.005695168436889401,0.01896469104408402,4.222222222222222,4.242640687119286
45,0.013372386892500181,0.006020207025320077,0.019392593917820257,11.285714285714286,6.0
46,0.012325053972829394,0.004678505970525714,0.017003559943355107,4.266666666666667,3.0
47,0.01234729056992446,0.003941790334610106,0.016289080904534566,4.206896551724138,3.0
48,0.012329729283493546,0.0037862669944545247,0.01611599627794807,8.8,3.0
49,0.012291760545414657,0.0042294795719001015,0.016521240117314758,4.466666666666667,3.0
50,0.011970266812342634,0.0039505696903855015,0.015920836502728138,3.5714285714285716,6.0
51,0.012445073481727315,0.004561429638022449,0.017006503119749765,6.636363636363637,4.242640687119286
52,0.012601660998178447,0.004451975178753343,0.01705363617693179,7.823529411764706,3.0
53,0.012334285383049126,0.004290612257426431,0.016624897640475558,7.0,3.0
54,0.01302649213564316,0.005294538938343211,0.01832103107398637,4.4,3.0
55,0.012705154867151135,0.005485141123477601,0.018190295990628737,11.714285714285714,4.242640687119286
56,0.013378172356612872,0.007167250907057004,0.020545423263669878,9.25,4.242640687119286
57,0.013396612824969473,0.006787329068791511,0.020183941893760986,4.625,4.242640687119286
58,0.013516598805743105,0.006795617661338584,0.02031221646708169,8.666666666666666,4.242640687119286
59,0.012870873209449142,0.00520863119157555,0.018079504401024692,1.1428571428571428,3.0
60,0.013943478884136329,0.006127749730945371,0.0200712286150817,5.9411764705882355,3.0
61,0.01262098437380788,0.0047938111014285845,0.017414795475236465,6.0,3.0
62,0.01260935384002822,0.0048462703729518644,0.017455624212980084,6.538461538461538,3.0
63,0.011836020202706563,0.0038699970420541024,0.015706017244760666,4.615384615384615,4.242640687119286
64,0.01181301245875295,0.0032846903727180004,0.01542617186874275,4.875,3.0
65,0.01297431492356183,0.0056755745623030375,0.01864988948586487,2.7142857142857144,3.0
66,0.012547129366702898,0.004758757139208039,0.017305886505910938,14.0,4.242640687119286
67,0.013055419456206599,0.0048346146571691725,0.017890034113375773,4.5625,3.0
68,0.01278402046616311,0.004672795004792693,0.017456815470955803,3.9375,3.0
69,0.012725044495546265,0.005128012167953116,0.01785305666349938,11.0,4.242640687119286
70,0.013187319097142741,0.006150244248334979,0.01933756334547772,6.125,6.0
71,0.012697596137798497,0.005537951647446791,0.018235547785245287,6.416666666666667,3.0
72,0.012152950385528716,0.004740901865072519,0.016893852250601235,5.555555555555555,4.242640687119286
73,0.011521694037537188,0.0030399061021773493,0.015473571970367743,3.4,6.0
74,0.012598028784714266,0.005686806503458311,0.018284835288172575,9.857142857142858,6.0
75,0.012356559233615616,0.0053914646400661315,0.017748023873681747,7.75,8.485281374238571
76,0.012193549218690387,0.004700212219048214,0.016893761437738603,9.428571428571429,6.0
77,0.011751384040970467,0.0037496369303486364,0.015501020971319102,9.4,4.242640687119286
78,0.012131090048495071,0.00441354721242876,0.016544637260923832,1.3846153846153846,3.0
79,0.013140711279039818,0.0056379426116544284,0.018778653890694247,4.909090909090909,3.0
80,0.012391838271057443,0.004528803191750352,0.016920641462807796,8.0,6.0
81,0.01198107776975089,0.004580871429446677,0.016561949199197568,6.5,3.0
82,0.012329196558852134,0.006263864049498524,0.018593060608350656,6.333333333333333,6.0
83,0.012162334534981301,0.004917743795811816,0.017080078330793117,8.3,3.0
84,0.013447530869716555,0.006157739299537368,0.019605270169253924,12.857142857142858,4.242640687119286
85,0.01282970067282749,0.005255490160950215,0.018085190833777704,10.090909090909092,3.0
86,0.012640575974431594,0.005268254158788439,0.017908830133220033,5.777777777777778,4.242640687119286
87,0.0128991225168326,0.0060945866744429806,0.01899370919127558,8.454545454545455,3.0
88,0.012858769556582352,0.007072601481791281,0.019931371038373634,6.833333333333333,6.0
89,0.012352513506618593,0.006072102212137913,0.018424615718756508,10.333333333333334,8.485281374238571
90,0.012923199435416182,0.007193598870269575,0.020116798305685756,5.0,3.0
91,0.013674054328078498,0.008088279507968602,0.0217623338360471,2.25,3.0
92,0.012896715942578385,0.006146144901536349,0.019042860844114735,4.555555555555555,4.242640687119286
93,0.012034599832150751,0.004288509875208635,0.016323109707359385,3.642857142857143,4.242640687119286
94,0.012440003284266032,0.005086397081193969,0.01752640036546,4.3,3.0
95,0.012698642960345608,0.006010026392407559,0.018708669352753168,4.888888888888889,3.0
96,0.01264622732604714,0.005086144990355096,0.017732372316402234,-6.333333333333333,3.0
97,0.012251076029268702,0.0043092932757193385,0.01656036930498804,-1.5384615384615385,3.0
98,0.012080026715209422,0.0035609063159758913,0.015640933031185314,3.3333333333333335,3.0
99,0.012750194314106955,0.006285894482840235,0.01903608879694719,7.333333333333333,6.0
100,0.01246761183194094,0.00525377692263455,0.01772138875457549,2.3333333333333335,4.242640687119286
101,0.011647573517490649,0.003494515548346654,0.015142089065837302,2.230769230769231,3.0
102,0.011585598642423887,0.003091330825776994,0.01467692946820088,2.6923076923076925,4.242640687119286
103,0.012707784962233914,0.005233215423836859,0.01794100038607077,3.8181818181818183,4.242640687119286
104,0.012707963778896764,0.006153156144126923,0.018861119923023688,12.5,6.0
105,0.01265240767695696,0.006057461354569134,0.018709869031526095,2.375,3.0
106,0.01295356101462958,0.006710294895343692,0.01966385590997327,6.285714285714286,3.0
107,0.01285444442854962,0.007120048135107229,0.01997449256365685,7.142857142857143,3.0
108,0.01391089327267871,0.00790583000568722,0.02181672327836593,2.9,3.0
109,0.013045148674134043,0.00599338399857764,0.019038532672711682,4.0,4.242640687119286
110,0.01255446084987983,0.004524904777931422,0.017079365627811254,3.764705882352941,3.0
111,0.013207048535610734,0.005836823614704589,0.019043872150315323,-0.46153846153846156,3.0
112,0.013339909316109705,0.006656177443492957,0.019996086759602662,-1.0,3.0
113,0.014078843097915227,0.007999808927238478,0.022078652025153703,5.222222222222222,4.242640687119286
114,0.012950699948023949,0.006011392273511339,0.01896209222153529,4.666666666666667,6.0
115,0.012343006420710304,0.005775184371826885,0.018118190792537188,3.4,3.0
116,0.012411690645981147,0.005589542087831834,0.01800123273381298,2.25,3.0
117,0.012321518618390929,0.0046086966612446335,0.016930215279635563,0.8571428571428571,3.0
118,0.012133559953650714,0.0043521361145179545,0.01648569606816867,6.5,3.0
119,0.013440258992093912,0.005916526602773412,0.019356785594867323,5.266666666666667,3.0
120,0.012432235935473403,0.004686192087998128,0.017118428023471532,4.181818181818182,3.0
121,0.012184921314707782,0.0045570532922362995,0.01674197460694408,6.666666666666667,6.0
122,0.012222282821202406,0.004549709972734281,0.016771992793936687,7.714285714285714,6.0
123,0.012108834824664294,0.003895071414860975,0.01600390623952527,2.0,3.0
124,0.011946174992370483,0.004247095068747693,0.016193270061118176,0.6666666666666666,4.242640687119286
125,0.011806500551947426,0.0037770302219134345,0.01558353077386086,6.230769230769231,3.0
126,0.012236342281319135,0.005110388276563628,0.017346730557882765,4.666666666666667,4.242640687119286
127,0.011768304567692829,0.003261177355287176,0.015355599658508723,2.5925925925925926,3.0
128,0.01228463395633058,0.004788600434949664,0.017073234391280244,3.4615384615384617,3.0
129,0.012483958655203319,0.005638777475499342,0.01812273613070266,2.625,4.242640687119286
130,0.011993796104896232,0.004347494695155148,0.01634129080005138,7.7,4.242640687119286
131,0.011723604127326995,0.0036215425164735976,0.015345146643800593,3.2,4.242640687119286
132,0.011969566447079796,0.003518238302539343,0.015487804749619138,3.7333333333333334,4.242640687119286
133,0.012207392608672839,0.003891851131145369,0.016099243739818206,-5.473684210526316,3.0
134,0.012653618414778352,0.004803119788322805,0.017456738203101157,4.615384615384615,4.242640687119286
135,0.011952914145351712,0.003791351150994971,0.015744265296346684,2.5833333333333335,6.0
136,0.011992462430619126,0.004047782150095316,0.016040244580714444,11.0,6.0
137,0.011830160231651019,0.0039830182337914485,0.015813178465442466,4.75,4.242640687119286
138,0.011668990538214307,0.0034010276403441337,0.01507001817855844,4.588235294117647,4.242640687119286
139,0.011960744825045768,0.0037933221056774304,0.015754066930723197,2.9411764705882355,3.0
140,0.011963192378118553,0.003311646139436559,0.015274838517555112,4.444444444444445,3.0
141,0.011630869060902563,0.0030216412236792165,0.0149546744069497,3.2580645161290325,3.0
142,0.012073134822995338,0.0042510204809003945,0.01632415530389573,2.142857142857143,3.0
143,0.011730760519188213,0.0037782508459420785,0.015509011365130292,1.1428571428571428,3.0
144,0.011806109390497437,0.0036245506788383864,0.015430660069335824,0.8333333333333334,3.0
145,0.01278031747110322,0.005308010441371977,0.018088327912475197,3.111111111111111,4.242640687119286
146,0.012324033227712283,0.004414103564348693,0.016738136792060977,6.833333333333333,6.0
147,0.011886904719329358,0.0036651687196772977,0.015552073439006657,3.4,3.0
148,0.012121307286898211,0.003989566642160525,0.016110873929058737,4.428571428571429,4.242640687119286
149,0.01218174731894216,0.004647149066932882,0.016828896385875043,3.5555555555555554,4.242640687119286
150,0.013324374618524443,0.006917741240710238,0.02024211585923468,5.818181818181818,3.0
151,0.013040011420424191,0.005568777436972466,0.018608788857396655,3.8181818181818183,4.242640687119286
152,0.01315937899357213,0.0055459804283742664,0.018705359421946396,2.7857142857142856,3.0
153,0.013776955866855489,0.006870212678532531,0.02064716854538802,4.3076923076923075,3.0
154,0.012976464448863197,0.00479302356634577,0.017769488015208966,2.9473684210526314,3.0
155,0.012694723895151437,0.00435034432147934,0.017045068216630776,4.444444444444445,3.0
156,0.01374495140955214,0.006219667409897803,0.019964618819449942,5.3076923076923075,3.0
157,0.01358261940780689,0.006699372907909875,0.020281992315716764,2.4444444444444446,3.0
158,0.012956556193732349,0.005512326889142337,0.018468883082874685,4.0,8.485281374238571
159,0.012773943402141979,0.005106693901625258,0.01788063730376724,1.8333333333333333,3.0
160,0.011700380313239101,0.0028875761438373147,0.014876714071460148,1.64,3.0
161,0.01165020733792057,0.003070120161098371,0.01472032749901894,5.185185185185185,3.0
162,0.012069916123064005,0.0033274982737841997,0.015397414396848205,2.6875,3.0
163,0.0117164589115072,0.003998289671509693,0.015714748583016892,6.846153846153846,3.0
164,0.011880444967383833,0.003999944853261172,0.015880389820645005,3.2857142857142856,3.0
165,0.012467306353475236,0.004191729488844331,0.016659035842319567,4.947368421052632,3.0
166,0.011849084995136181,0.0034573437384840195,0.0153064287336202,6.6,4.242640687119286
167,0.01231971927572098,0.004965388313738239,0.01728510758945922,3.0,3.0
168,0.012553969104056983,0.004723168989110207,0.01727713809316719,4.923076923076923,3.0
169,0.012085178870307842,0.003668842140217351,0.015754021010525192,4.608695652173913,3.0
170,0.012232371061264968,0.004944450905304865,0.017176821966569833,6.142857142857143,4.242640687119286
171,0.013228119099050119,0.0064890481908723005,0.01971716728992242,4.666666666666667,3.0
172,0.012837952316748677,0.007153311683180967,0.019991263999929645,4.857142857142857,4.242640687119286
173,0.013451848547055001,0.007846515943722081,0.021298364490777082,5.5,3.0
174,0.01289518855024986,0.005710875715819612,0.01860606426606947,7.5,4.242640687119286
175,0.012810407099975196,0.0060358959729279,0.018846303072903095,6.142857142857143,4.242640687119286
176,0.013514821815156015,0.007473887062846997,0.020988708878003012,4.444444444444445,3.0
177,0.013574270904859988,0.007385758163855374,0.02096002906871536,4.8,3.0
178,0.012655238940785449,0.005457180898317553,0.018112419839103,5.384615384615385,3.0
179,0.013075655541886007,0.006214122905166314,0.01928977844705232,7.0,3.0
180,0.012250547029974433,0.004846712627812094,0.017097259657786527,4.2,3.0
181,0.011963825687132822,0.003561994650761139,0.015525820337893962,1.2857142857142858,3.0
182,0.01177818791366254,0.003564073739062387,0.015342261652724927,0.8666666666666667,3.0
183,0.011849550663529024,0.0037704772432277473,0.015620027906756772,4.15,3.0
184,0.012266532494563966,0.0037167825237728203,0.01598331501833679,2.5238095238095237,3.0
185,0.012468043972209499,0.0041603088389145755,0.016628352811124073,-0.47058823529411764,3.0
186,0.012668128641899357,0.005365107794423173,0.01803323643632253,2.1818181818181817,3.0
187,0.013391013628213922,0.007770866700030671,0.021161880328244592,5.333333333333333,4.242640687119286
188,0.013675201734998466,0.008742472301036452,0.022417674036034917,7.6,4.242640687119286
189,0.012576887439679173,0.005561679419711736,0.018138566859390907,2.75,3.0
190,0.012391439658913168,0.005013660897701218,0.017405100556614386,3.9,4.242640687119286
191,0.012798817545014106,0.005225120391016525,0.018023937936030632,3.888888888888889,3.0
192,0.01296743048204203,0.005710941777950634,0.018678372259992665,8.428571428571429,8.485281374238571
193,0.013699520801146326,0.006841912260956229,0.020541433062102557,4.285714285714286,3.0
194,0.013180363874027231,0.005515807939475691,0.018696171813502922,13.583333333333334,4.242640687119286
195,0.014392308707894624,0.00835269325452405,0.022745001962418673,3.7333333333333334,3.0
196,0.013735582161488125,0.007049817384066801,0.020785399545554924,3.4166666666666665,3.0
197,0.012560909425783924,0.005217675180970415,0.017778584606754338,5.25,4.242640687119286
198,0.012926962036030356,0.0057282177894993,0.018655179825529656,2.2222222222222223,3.0
199,0.012293060691567473,0.004069060539228153,0.016362121230795626,3.4375,4.242640687119286
200,0.011984192159962225,0.003335194259384716,0.015319386419346942,4.521739130434782,3.0
201,0.011874715383478285,0.003736414494982827,0.01561112987846111,5.785714285714286,4.242640687119286
202,0.012950819159132515,0.005430269459293037,0.01838108861842555,1.6923076923076923,3.0
203,0.01295049877927824,0.0058531104207918,0.01880360920007004,7.0,4.242640687119286
204,0.013591545339560914,0.00694194023882067,0.020533485578381583,4.714285714285714,4.242640687119286
205,0.012589542443923084,0.005009169440849294,0.017598711884772376,8.666666666666666,4.242640687119286
206,0.011695783234864952,0.00393256179864749,0.01562834503351244,7.0,4.242640687119286
207,0.011291441506685353,0.002666560066201176,0.015024625599366999,2.2666666666666666,3.0
208,0.011197305709735251,0.0025857199045206175,0.014817313576064115,1.5,3.0
209,0.012427881004663532,0.0037542005414467274,0.01618208154611026,3.103448275862069,3.0
210,0.013192203027246881,0.004846897358007179,0.01803910038525406,7.764705882352941,3.0
211,0.01397292402795261,0.006883485725875622,0.020856409753828232,10.375,6.0
212,0.013840264416199349,0.007233353646996665,0.021073618063196013,4.555555555555555,4.242640687119286
213,0.012186053820239177,0.005674506477198947,0.017860560297438124,5.375,4.242640687119286
214,0.012166529275864035,0.004210343593923588,0.016376872869787625,4.714285714285714,3.0
215,0.01266835961342221,0.004713847746371448,0.017382207359793657,2.6875,3.0
216,0.012461085023746845,0.004999770604666119,0.017460855628412965,7.888888888888889,4.242640687119286
217,0.012374612265869375,0.005935645292891212,0.018310257558760586,7.6,6.0
218,0.012552423084992744,0.0055670900288416845,0.01811951311383443,6.75,6.0
219,0.013190783669985495,0.00621678875212796,0.019407572422113453,7.666666666666667,6.0
220,0.012398756240701527,0.004446973420810044,0.01684572966151157,5.714285714285714,3.0
221,0.012175160905193784,0.004567455308011575,0.016742616213205358,4.846153846153846,3.0
222,0.013280255332312878,0.006809499546413416,0.020089754878726294,8.0,3.0
223,0.011863584046215757,0.003915560527607615,0.015779144573823373,4.0,4.242640687119286
224,0.012919325074387724,0.005924712963777177,0.018844038038164902,10.142857142857142,6.0
225,0.012903280004243907,0.005344644784582166,0.018247924788826073,2.272727272727273,3.0
226,0.013018300097276255,0.005598553260063722,0.018616853357339976,4.818181818181818,4.242640687119286
227,0.01243464623507476,0.004030374028696549,0.01646502026377131,5.0,3.0
228,0.01247307691619935,0.004271609704806022,0.016744686621005374,6.428571428571429,4.242640687119286
229,0.013431187771801318,0.006709992982684152,0.02014118075448547,6.555555555555555,4.242640687119286
230,0.012482192840657656,0.00532606727237631,0.017808260113033967,3.8181818181818183,4.242640687119286
231,0.012668441571059348,0.00487403005272542,0.017542471623784767,6.333333333333333,3.0
232,0.011879405595531006,0.0040734381485826735,0.015952843744113678,3.076923076923077,3.0
233,0.012497056975757221,0.005325597714737318,0.01782265469049454,3.5,4.242640687119286
234,0.012116598448109781,0.0046256951902866935,0.016742293638396473,4.357142857142857,3.0
235,0.01167367329957274,0.003432067472000741,0.015105740771573482,3.789473684210526,4.242640687119286
236,0.011774440214436936,0.0039220979309081,0.015696538145345038,4.111111111111111,4.242640687119286
237,0.011888335252632172,0.0038523014799261204,0.015740636732558294,5.3125,3.0
238,0.011829031451466767,0.004067300387084706,0.01589633183855147,9.285714285714286,6.0
239,0.011721763805838475,0.003626265511973603,0.015348029317812078,3.411764705882353,3.0
240,0.012590995329308758,0.006187874471570191,0.01877886980087895,3.3333333333333335,4.242640687119286
241,0.012822175471599136,0.00662181645123076,0.019443991922829897,3.1666666666666665,6.0
242,0.012674010965037756,0.005749568848662651,0.018423579813700408,4.4,3.0
243,0.012274735708972296,0.005125861926953721,0.017400597635926017,8.875,6.0
244,0.011455733041027689,0.0030445347833674974,0.014500267824395187,3.48,4.242640687119286
245,0.012898317841849766,0.0050028273178249535,0.017901145159674718,-0.6666666666666666,3.0
246,0.01209409362602044,0.004149819741030095,0.016243913367050535,1.0,6.0
247,0.012818766778963523,0.006049983745229141,0.018868750524192665,10.0,6.0
248,0.013249856499628053,0.006723092320280741,0.019972948819908794,-0.5454545454545454,3.0
249,0.0140079907206073,0.006802756663323437,0.020810747383930735,-0.11764705882352941,3.0
250,0.01469363341153581,0.009189763365669512,0.023883396777205322,2.909090909090909,3.0
251,0.013543525614890889,0.00660436958274107,0.02014789519763196,2.0,3.0
252,0.012251452289330122,0.004957883381132669,0.017209335670462792,2.588235294117647,3.0
253,0.013224118076218807,0.00666393983389789,0.019888057910116698,7.888888888888889,4.242640687119286
254,0.013673953743705645,0.007505915997758449,0.021179869741464095,6.6,3.0
255,0.012352524682660024,0.004900382275952999,0.017252906958613024,4.9,4.242640687119286
256,0.011224433687628741,0.0021020604504380755,0.015008142498417277,5.6,3.0
257,0.01211766762273975,0.004628723277561927,0.016746390900301677,6.8,3.0
258,0.012626505338273433,0.0048259816162232435,0.017452486954496676,4.0,3.0
259,0.012689419000820164,0.004574592521269177,0.01726401152208934,5.714285714285714,3.0
260,0.012500875456578537,0.004334227051237801,0.01683510250781634,4.95,3.0
261,0.013369190544651703,0.007227221856009927,0.02059641240066163,0.75,3.0
262,0.013995171801089105,0.00808924645938458,0.022084418260473686,3.4444444444444446,3.0
263,0.013505392961537719,0.0060859438289930885,0.01959133679053081,6.2,4.242640687119286
264,0.012432399850747684,0.004948228926424303,0.01738062877717199,4.5,3.0
265,0.012711666773956656,0.005616778980039782,0.018328445753996437,10.142857142857142,6.0
266,0.012872452756637665,0.0057507956905497315,0.018623248447187397,5.125,6.0
267,0.01229560137831883,0.004747659403892639,0.017043260782211467,5.0,4.242640687119286
268,0.012578161508401992,0.0060767181436874795,0.018654879652089472,0.0,3.0
269,0.01211273153777561,0.004421373141010342,0.016534104678785952,12.5,4.242640687119286
270,0.01168710690136949,0.0031735548985836947,0.015495372779669924,0.09090909090909091,3.0
271,0.012684162536001749,0.004646899929562945,0.017331062465564692,4.05,3.0
272,0.013041509009975579,0.005099714034072704,0.018141223044048284,2.2666666666666666,3.0
273,0.01364344315060654,0.006089099476000411,0.01973254262660695,6.777777777777778,4.242640687119286
274,0.013510001215953301,0.005798162441145595,0.019308163657098896,7.3076923076923075,3.0
275,0.01257451439354924,0.004115309232794221,0.016689823626343463,3.4782608695652173,3.0
276,0.011781935612888143,0.0026790058311738896,0.015800444359648978,4.666666666666667,3.0
277,0.012571318045700762,0.004190432660547299,0.016761750706248062,8.8,4.242640687119286
278,0.013691500128747989,0.00566652470724584,0.019358024835993828,5.882352941176471,4.242640687119286
279,0.013399328603036536,0.006664945658633281,0.020064274261669818,8.2,4.242640687119286
280,0.012645053841697177,0.005730943743157187,0.018375997584854364,1.875,3.0
281,0.01214492971313038,0.004758550057200638,0.016903479770331017,10.125,4.242640687119286
282,0.01141452325093461,0.003181715244457396,0.014914410019837746,6.705882352941177,4.242640687119286
283,0.011899209540941856,0.0040474476062919325,0.01594665714723379,5.0,3.0
284,0.011995364476043328,0.003924989591220902,0.01592035406726423,8.0,4.242640687119286
285,0.012325564345387952,0.005246768306511307,0.01757233265189926,2.7,4.242640687119286
286,0.01327626176017585,0.0068093678780122725,0.02008562963818812,5.7272727272727275,3.0
287,0.01280519161397535,0.005362841883246705,0.018168033497222055,6.125,6.0
288,0.01337912232013427,0.006666616135086512,0.02004573845522078,2.7142857142857144,6.0
289,0.012159462292334241,0.003805226400739355,0.015964688693073596,2.3333333333333335,3.0
290,0.012127517440585173,0.0037183659505627864,0.01584588339114796,6.176470588235294,4.242640687119286
291,0.012101596475165934,0.004489562612047814,0.016591159087213748,3.909090909090909,4.242640687119286
292,0.012757767944848165,0.005355739826675107,0.01811350777152327,5.0,4.242640687119286
293,0.012866156919966423,0.005391206599738721,0.018257363519705146,8.0,6.0
294,0.01254077019913023,0.00473936241978723,0.01728013261891746,3.8666666666666667,3.0
295,0.013632699249446852,0.006976187035293406,0.02060888628474026,4.777777777777778,4.242640687119286
296,0.013075957295004569,0.006371187306672545,0.019447144601677114,6.5,8.485281374238571
297,0.012535726079098947,0.005352700637805674,0.01788842671690462,9.75,4.242640687119286
298,0.012968995127841984,0.005565468477389452,0.018534463605231435,5.2,3.0
299,0.012747355599584183,0.006232574634815211,0.018979930234399395,3.8181818181818183,3.0
300,0.012059481425717165,0.004546828129975549,0.016606309555692714,7.625,4.242640687119286
301,0.013321979220311655,0.010299483105610878,0.023621462325922535,13.0,4.242640687119286
302,0.012706104830672532,0.005980741197783453,0.018686846028455984,5.769230769230769,3.0
303,0.013138878408245583,0.007874406370726002,0.021013284778971585,8.166666666666666,6.0
304,0.012076848994096657,0.007027755731922552,0.019104604726019207,3.0,8.485281374238571
305,0.01158807972362096,0.003141891007334768,0.015044159831689205,-1.565217391304348,3.0
306,0.012316046083438233,0.0042908495112184775,0.01660689559465671,3.727272727272727,3.0
307,0.01287342134689478,0.005798129533813649,0.01867155088070843,3.3333333333333335,3.0
308,0.01201857338874265,0.00427424362282649,0.01629281701156914,4.857142857142857,6.0
309,0.0115290329714084,0.003410188901103223,0.015280240762621945,0.21052631578947367,3.0
310,0.011458154516670475,0.004300131072395602,0.015758285589066078,4.125,4.242640687119286
311,0.012089980842774845,0.0058810527200879184,0.017971033562862764,0.0,3.0
312,0.012486059750991827,0.004462617635273988,0.016948677386265813,3.3076923076923075,3.0
313,0.011737168116273738,0.003141703777660273,0.015821383027232093,3.9615384615384617,3.0
314,0.011917281199931323,0.004159687910822109,0.01607696911075343,5.615384615384615,3.0
315,0.011622222530184245,0.0035813865507901385,0.015203609080974383,5.2272727272727275,3.0
316,0.012136745125457763,0.005270128396195381,0.017406873521653144,2.25,6.0
317,0.01366247967450598,0.008139411172320128,0.021801890846826107,4.571428571428571,4.242640687119286
318,0.013765250826132974,0.006662400235356321,0.020427651061489294,3.823529411764706,3.0
319,0.013235711356527038,0.007911744236315708,0.021147455592842746,12.4,6.0
320,0.014429852756399242,0.009944584364368339,0.024374437120767582,5.25,4.242640687119286
321,0.013722360904478516,0.009714887716616747,0.023437248621095263,0.0,3.0
322,0.01174425745188639,0.003740543326699312,0.015484800778585703,5.473684210526316,3.0
323,0.01113590081278133,0.0017340863248363587,0.014777482094937684,-0.5454545454545454,3.0
324,0.01159529199568932,0.003177576442541034,0.014772868438230353,3.586206896551724,3.0
325,0.01213078084468222,0.004097144551516915,0.016227925396199137,-1.7857142857142858,3.0
326,0.011704440941624698,0.003199737940929567,0.015224152676647222,4.473684210526316,4.242640687119286
327,0.011840609830386428,0.003629698531900095,0.015470308362286522,2.9285714285714284,4.242640687119286
328,0.012160121678778507,0.0049678604760015925,0.0171279821547801,9.75,4.242640687119286
329,0.013120553425650407,0.006229080910953662,0.01934963433660407,4.75,6.0
330,0.013450283901255048,0.006476343138660181,0.01992662703991523,5.7,4.242640687119286
331,0.013340300477559693,0.0056364192375444495,0.018976719715104142,8.428571428571429,3.0
332,0.012585742589837485,0.004501980946240396,0.017087723536077883,0.4666666666666667,3.0
333,0.012011547384031427,0.0038740926032689027,0.015885639987300332,1.6428571428571428,4.242640687119286
334,0.012333823440003427,0.004972567515022294,0.01730639095502572,3.3333333333333335,3.0
335,0.011653832100690466,0.002931480189316565,0.014878460308938687,-0.07692307692307693,3.0
336,0.01216728179598687,0.0037592996084830754,0.015926581404469946,3.0952380952380953,3.0
337,0.012695819147211405,0.004439473752101477,0.01713529289931288,4.636363636363637,3.0
338,0.011620233194810018,0.0028239949969877964,0.015573826190592933,7.2727272727272725,4.242640687119286
