framenr,roinr,mx,my,count
1469,4,19,32,3
1469,3,22,19,5
1469,5,19,36,1
1469,13,34,12,2
1469,14,36,19,1
1469,15,36,15,1
1469,12,33,1,1
1469,1,5,11,1
2308,4,30,1,2
2308,2,16,27,2
2308,3,23,19,7
2308,0,1,13,0
2308,5,38,19,2
2308,1,10,42,2
892,4,22,17,1
892,2,10,39,3
892,3,15,28,1
892,0,29,48,0
892,5,28,9,1
892,6,42,19,2
892,1,8,12,1
285,7,50,24,6
285,4,16,28,4
285,2,8,50,1
285,3,12,34,4
285,0,1,7,0
285,5,22,29,2
285,8,50,20,5
285,6,29,19,2
285,1,5,34,2
1461,2,8,46,2
1461,0,29,42,0
1461,11,35,9,2
1461,7,29,6,2
1461,9,30,18,1
1461,10,32,13,2
1461,8,27,16,3
1461,6,21,19,2
1461,4,10,50,3
1461,3,10,50,3
1461,5,16,26,2
1461,13,46,16,2
1461,14,50,22,2
1461,12,45,24,2
1461,1,1,10,1
1881,4,29,5,1
1881,2,9,46,2
1881,3,26,20,2
1881,0,3,27,0
1881,5,48,21,2
1881,1,1,5,1
1693,4,39,18,5
1693,2,15,32,4
1693,3,20,20,2
1693,0,1,14,0
1693,1,9,47,2
1481,2,10,39,1
1481,0,1,4,0
1481,11,50,25,2
1481,7,27,20,3
1481,9,37,1,1
1481,10,50,19,2
1481,8,30,1,1
1481,6,23,24,3
1481,4,22,17,4
1481,3,17,17,2
1481,5,27,9,3
1481,1,9,50,1
318,2,5,50,3
318,0,29,47,0
318,11,29,3,2
318,7,21,19,4
318,9,29,10,2
318,10,27,17,1
318,8,21,25,5
318,6,15,30,5
318,4,10,39,2
318,3,8,50,3
318,5,15,16,1
318,13,36,19,2
318,14,43,19,3
318,15,47,20,2
318,12,30,1,2
318,1,1,8,1
2420,4,30,18,3
2420,2,8,47,1
2420,3,27,30,0
2420,0,2,28,0
2420,5,37,27,0
2420,1,1,8,1
2351,7,32,13,4
2351,4,14,33,4
2351,2,11,39,1
2351,3,13,15,2
2351,0,32,44,0
2351,5,16,28,3
2351,8,37,18,4
2351,6,20,21,3
2351,1,1,10,1
1124,7,45,21,3
1124,4,14,30,2
1124,2,10,42,1
1124,3,9,50,3
1124,0,30,44,0
1124,5,25,17,1
1124,6,37,19,2
1124,1,1,4,2
1337,2,5,38,2
1337,0,29,47,0
1337,11,32,18,1
1337,7,25,13,3
1337,9,25,22,2
1337,10,32,12,2
1337,8,25,18,2
1337,6,18,21,1
1337,4,11,37,2
1337,3,9,41,2
1337,5,20,16,1
1337,12,50,26,2
1337,1,1,5,3
2061,7,25,23,3
2061,4,18,23,4
2061,2,10,41,1
2061,3,9,50,3
2061,0,1,9,0
2061,5,18,31,2
2061,8,34,18,2
2061,6,23,28,4
2061,1,9,48,3
873,7,28,1,2
873,4,21,25,4
873,2,11,38,2
873,3,15,30,3
873,0,1,10,1
873,5,25,11,6
873,8,50,22,2
873,6,28,17,5
873,1,9,50,1
1273,2,9,4,0
1273,0,32,45,0
1273,16,50,21,1
1273,11,38,18,2
1273,7,25,1,1
1273,9,27,12,1
1273,10,32,19,1
1273,17,50,33,0
1273,8,28,3,1
1273,6,19,21,1
1273,4,13,1,0
1273,3,12,14,1
1273,5,13,38,0
1273,13,44,19,3
1273,14,46,31,0
1273,15,50,4,0
1273,12,42,23,3
1273,1,2,16,0
2284,18,47,21,2
2284,2,1,9,2
2284,0,42,47,0
2284,16,39,22,1
2284,11,22,46,0
2284,7,10,32,1
2284,9,14,33,1
2284,10,17,31,1
2284,19,50,13,0
2284,17,41,2,0
2284,8,13,29,1
2284,6,8,48,1
2284,4,7,7,1
2284,3,3,18,1
2284,5,7,11,1
2284,13,32,1,1
2284,14,31,14,2
2284,15,39,1,1
2284,12,27,9,2
2284,1,1,40,0
975,2,10,40,2
975,0,31,44,0
975,7,28,9,3
975,9,41,19,1
975,8,27,19,5
975,6,22,14,6
975,4,13,14,3
975,3,12,32,1
975,5,17,16,3
975,1,9,50,4
354,2,4,50,4
354,0,33,47,0
354,16,50,23,2
354,11,27,7,3
354,7,22,4,2
354,9,26,12,2
354,10,26,21,2
354,8,22,25,3
354,6,16,28,3
354,4,8,50,4
354,3,8,47,3
354,5,13,50,4
354,13,30,16,3
354,14,32,21,1
354,15,43,19,1
354,12,28,2,1
354,1,3,10,1
610,2,1,5,1
610,0,37,47,0
610,11,36,18,2
610,7,20,25,1
610,9,28,6,1
610,10,35,2,1
610,8,29,1,1
610,6,15,42,1
610,4,11,50,2
610,3,9,50,2
610,5,13,48,1
610,13,41,26,2
610,14,50,23,2
610,12,41,19,2
610,1,1,5,1
1845,2,4,11,1
1845,0,30,44,0
1845,11,44,23,2
1845,7,27,18,5
1845,9,33,18,3
1845,10,44,19,2
1845,8,30,21,3
1845,6,20,26,2
1845,4,11,38,1
1845,3,9,50,1
1845,5,21,17,3
1845,13,50,28,3
1845,12,50,22,4
1845,1,1,10,1
1442,7,49,22,4
1442,4,23,24,4
1442,2,11,38,2
1442,3,16,30,5
1442,0,2,7,2
1442,5,28,18,3
1442,6,37,18,2
1442,1,8,50,1
2300,2,13,31,3
2300,0,1,13,0
2300,11,35,11,2
2300,7,31,1,2
2300,9,27,18,3
2300,10,34,18,4
2300,8,26,4,2
2300,6,22,27,1
2300,4,19,34,2
2300,3,16,28,3
2300,5,20,23,2
2300,12,41,19,3
2300,1,10,36,2
563,2,14,16,2
563,0,30,46,0
563,7,25,17,5
563,9,41,18,4
563,10,49,22,2
563,8,30,20,3
563,6,27,9,3
563,4,16,30,1
563,3,16,26,2
563,5,19,21,4
563,1,8,44,1
1451,2,9,42,3
1451,0,32,48,0
1451,11,30,7,2
1451,7,24,12,4
1451,9,28,11,2
1451,10,28,18,4
1451,8,23,24,3
1451,6,21,17,4
1451,4,14,31,2
1451,3,11,34,3
1451,5,14,36,4
1451,13,47,20,1
1451,14,50,28,2
1451,12,35,18,2
1451,1,8,12,1
1929,2,1,6,4
1929,0,46,49,0
1929,16,50,17,1
1929,11,26,6,1
1929,7,9,50,3
1929,9,14,50,3
1929,10,29,1,1
1929,8,12,32,1
1929,6,8,50,3
1929,4,4,50,3
1929,3,8,46,3
1929,5,7,10,1
1929,13,33,1,1
1929,14,49,9,0
1929,15,50,23,1
1929,12,27,41,0
1929,1,1,1,3
1082,2,9,42,4
1082,0,29,45,0
1082,7,27,13,8
1082,9,50,22,3
1082,8,30,17,6
1082,6,26,8,2
1082,4,20,21,2
1082,3,14,30,4
1082,5,22,14,4
1082,1,1,3,2
880,2,10,40,4
880,0,30,46,0
880,11,50,29,2
880,7,26,21,3
880,9,50,18,2
880,10,50,24,2
880,8,31,19,4
880,6,28,9,2
880,4,24,4,2
880,3,14,30,2
880,5,27,1,1
880,1,1,10,2
1194,7,36,19,3
1194,4,19,22,8
1194,2,13,34,4
1194,3,15,29,7
1194,0,28,47,0
1194,5,20,17,7
1194,6,27,18,5
1194,1,12,15,3
1791,2,12,13,1
1791,0,26,38,0
1791,11,50,50,0
1791,7,32,18,1
1791,9,37,10,0
1791,10,45,1,0
1791,8,35,1,2
1791,6,28,15,3
1791,4,30,3,1
1791,3,25,18,2
1791,5,28,9,1
1791,1,9,50,3
2202,2,30,1,3
2202,0,1,14,0
2202,7,33,14,3
2202,9,41,41,0
2202,8,38,19,3
2202,6,32,18,2
2202,4,29,15,1
2202,3,33,1,3
2202,5,32,8,0
2202,1,25,5,0
2162,7,29,19,3
2162,4,18,17,2
2162,2,9,42,2
2162,3,13,34,3
2162,0,31,43,0
2162,5,28,8,2
2162,8,36,19,3
2162,6,24,17,3
2162,1,6,11,1
2354,2,20,17,2
2354,0,1,3,0
2354,7,37,1,3
2354,9,50,25,2
2354,10,50,31,2
2354,8,39,19,2
2354,6,36,3,3
2354,4,30,1,4
2354,3,26,5,3
2354,5,32,18,1
2354,1,12,34,1
671,2,4,16,1
671,0,29,48,0
671,11,28,6,1
671,7,15,12,2
671,9,25,8,1
671,10,27,15,2
671,8,20,17,2
671,6,11,38,1
671,4,9,50,1
671,3,6,40,1
671,5,10,13,1
671,13,35,1,2
671,12,34,2,2
671,1,1,5,1
2172,18,48,21,3
2172,2,12,44,1
2172,0,1,11,0
2172,16,42,20,3
2172,11,34,14,4
2172,7,27,21,2
2172,9,32,18,4
2172,10,33,7,2
2172,19,50,18,2
2172,17,43,25,3
2172,8,30,11,3
2172,6,28,2,2
2172,4,18,37,1
2172,3,14,29,1
2172,5,25,14,4
2172,20,50,28,2
2172,13,36,39,0
2172,14,37,1,1
2172,15,37,19,3
2172,12,34,27,1
2172,1,12,38,1
721,18,39,19,1
721,2,3,48,4
721,0,29,44,0
721,16,31,20,1
721,11,18,22,1
721,21,50,24,2
721,7,11,35,2
721,9,14,13,0
721,10,16,26,2
721,19,47,26,3
721,17,35,20,2
721,8,13,31,3
721,6,9,43,2
721,4,7,10,1
721,3,7,4,1
721,5,8,50,4
721,20,48,20,2
721,13,29,5,3
721,14,31,1,2
721,15,32,16,2
721,12,23,7,2
721,1,1,12,1
930,2,9,42,2
930,0,1,15,0
930,7,45,26,6
930,9,50,22,6
930,10,50,27,6
930,8,48,16,3
930,6,39,18,3
930,4,27,1,1
930,3,17,29,1
930,5,31,3,1
930,1,7,47,2
117,2,7,15,3
117,0,29,49,0
117,11,49,22,2
117,7,19,12,3
117,9,40,19,3
117,10,41,13,2
117,8,27,19,1
117,6,15,21,3
117,4,12,34,1
117,3,9,31,1
117,5,14,15,3
117,13,50,30,2
117,12,50,27,3
117,1,2,10,1
1195,7,35,18,3
1195,4,20,17,4
1195,2,14,31,3
1195,3,18,24,4
1195,0,27,46,0
1195,5,25,23,4
1195,6,27,17,4
1195,1,10,14,2
1386,7,22,24,5
1386,4,8,44,5
1386,2,8,50,5
1386,3,8,12,2
1386,0,28,1,1
1386,5,13,34,4
1386,8,50,25,2
1386,6,15,16,5
1386,1,1,8,3
1400,2,9,47,3
1400,0,33,46,0
1400,7,28,25,4
1400,9,34,22,3
1400,10,42,20,1
1400,8,30,18,4
1400,6,23,15,5
1400,4,12,32,1
1400,3,9,50,3
1400,5,15,20,2
1400,1,1,4,2
284,2,8,12,1
284,0,45,2,0
284,7,42,37,0
284,9,50,24,5
284,10,50,37,0
284,8,44,22,3
284,6,30,18,1
284,4,10,41,1
284,3,8,50,1
284,5,12,34,1
284,1,6,34,1
1327,4,28,11,2
1327,2,16,16,2
1327,3,13,33,4
1327,0,31,43,0
1327,5,38,18,3
1327,1,9,42,5
1588,2,9,50,2
1588,0,29,49,0
1588,7,35,17,1
1588,9,50,17,1
1588,10,50,27,2
1588,8,50,24,2
1588,6,28,20,1
1588,4,15,30,5
1588,3,11,36,4
1588,5,19,20,2
1588,1,2,10,2
1144,2,4,49,4
1144,0,29,48,0
1144,11,43,14,5
1144,7,25,22,2
1144,9,26,17,2
1144,10,30,21,3
1144,8,26,1,2
1144,6,24,8,2
1144,4,10,41,2
1144,3,9,47,3
1144,5,29,4,2
1144,13,50,24,3
1144,12,44,20,4
1144,1,1,8,1
1714,18,47,7,0
1714,2,5,16,0
1714,0,48,47,0
1714,16,34,13,2
1714,11,31,1,1
1714,7,27,12,1
1714,9,28,19,1
1714,10,29,27,1
1714,19,49,21,2
1714,17,39,1,1
1714,8,28,1,1
1714,6,28,5,1
1714,4,23,14,2
1714,3,11,44,1
1714,5,24,7,1
1714,13,33,1,1
1714,14,33,3,0
1714,15,33,17,2
1714,12,32,33,0
1714,1,1,50,0
474,2,1,10,1
474,0,20,2,0
474,16,50,36,0
474,11,40,13,1
474,7,12,36,1
474,9,18,49,0
474,10,23,39,0
474,8,17,50,0
474,6,6,34,1
474,4,3,43,0
474,3,6,50,1
474,5,4,24,0
474,13,48,21,6
474,14,50,18,4
474,15,50,27,5
474,12,42,21,3
474,1,1,31,0
1116,7,47,21,1
1116,4,21,17,3
1116,2,11,37,3
1116,3,18,23,3
1116,0,29,49,0
1116,5,25,22,6
1116,8,50,24,2
1116,6,32,18,6
1116,1,10,12,2
1374,18,33,18,2
1374,2,7,37,1
1374,0,34,48,0
1374,16,31,6,1
1374,11,22,4,0
1374,21,46,16,1
1374,7,15,9,0
1374,9,18,12,2
1374,10,23,15,2
1374,19,39,21,3
1374,17,33,12,2
1374,8,15,32,1
1374,6,13,45,1
1374,4,11,39,1
1374,3,8,8,0
1374,5,12,34,1
1374,20,44,20,1
1374,13,28,18,4
1374,14,30,13,3
1374,15,32,24,2
1374,12,27,5,0
1374,1,7,49,2
2009,2,2,46,3
2009,0,33,44,0
2009,11,38,18,1
2009,7,12,34,5
2009,9,17,16,1
2009,10,18,28,4
2009,8,13,50,4
2009,6,11,38,3
2009,4,8,34,3
2009,3,7,50,4
2009,5,8,43,4
2009,12,50,25,1
2009,1,1,10,1
1581,7,20,15,1
1581,4,15,28,6
1581,2,12,33,6
1581,3,13,48,2
1581,0,1,1,1
1581,5,17,38,4
1581,8,20,25,4
1581,6,20,31,3
1581,1,11,43,4
188,4,25,18,10
188,2,18,23,4
188,3,25,10,3
188,0,1,43,1
188,5,33,18,6
188,1,10,13,1
589,4,15,28,1
589,2,11,38,1
589,3,14,15,2
589,0,29,48,0
589,5,27,17,3
589,6,47,21,2
589,1,9,50,2
685,4,41,2,0
685,2,17,23,2
685,3,36,18,3
685,0,1,41,0
685,5,45,31,0
685,6,50,29,1
685,1,1,6,1
782,18,41,20,2
782,2,3,50,0
782,0,1,1,0
782,16,34,14,2
782,11,31,3,1
782,21,43,15,2
782,7,21,2,0
782,9,25,1,0
782,25,50,11,0
782,10,28,12,1
782,19,42,31,0
782,17,39,26,2
782,8,23,7,1
782,22,45,19,2
782,6,20,31,0
782,24,50,1,0
782,4,13,24,1
782,3,10,19,0
782,5,17,15,0
782,20,43,3,0
782,23,47,15,2
782,13,29,34,0
782,14,32,17,1
782,15,33,31,0
782,12,27,20,0
782,1,2,31,0
1616,2,3,44,2
1616,0,31,41,0
1616,11,28,5,1
1616,7,13,18,1
1616,9,24,18,1
1616,10,28,1,1
1616,8,17,16,1
1616,6,14,13,1
1616,4,10,44,2
1616,3,7,41,2
1616,5,11,40,2
1616,13,44,20,1
1616,14,50,28,1
1616,15,50,28,1
1616,12,29,11,1
1616,1,1,25,0
1835,7,50,24,1
1835,4,29,18,6
1835,2,20,20,3
1835,3,25,13,5
1835,0,1,2,0
1835,5,34,19,7
1835,6,41,18,3
1835,1,15,16,3
1871,7,36,19,2
1871,4,10,41,2
1871,2,8,50,2
1871,3,10,14,2
1871,0,30,42,0
1871,5,15,27,3
1871,8,46,20,2
1871,6,31,11,3
1871,1,1,9,2
621,2,8,45,1
621,0,30,45,0
621,7,35,19,2
621,9,50,24,3
621,10,50,27,3
621,8,50,18,1
621,6,28,19,3
621,4,20,25,4
621,3,15,16,3
621,5,23,17,3
621,1,1,6,1
617,2,6,50,3
617,0,29,47,0
617,7,20,23,6
617,9,37,18,1
617,10,45,21,1
617,8,25,23,5
617,6,16,16,3
617,4,9,50,3
617,3,8,46,2
617,5,10,38,3
617,1,3,11,2
353,2,21,25,2
353,0,1,34,0
353,7,33,23,3
353,9,49,21,2
353,10,50,25,2
353,8,40,19,1
353,6,27,33,0
353,4,24,4,1
353,3,27,11,5
353,5,26,20,4
353,1,1,6,1
797,2,11,40,3
797,0,1,3,0
797,7,25,20,2
797,9,41,19,7
797,10,44,15,7
797,8,33,19,4
797,6,22,14,1
797,4,13,28,1
797,3,9,50,3
797,5,13,32,2
797,1,8,45,3
1446,2,11,36,4
1446,0,30,45,0
1446,11,35,23,2
1446,7,23,11,6
1446,9,30,1,1
1446,10,29,18,4
1446,8,27,7,2
1446,6,22,16,5
1446,4,18,7,0
1446,3,16,25,1
1446,5,21,21,4
1446,12,36,18,2
1446,1,7,50,1
430,18,49,22,1
430,2,1,14,3
430,0,34,40,0
430,16,31,18,1
430,11,11,9,2
430,7,8,43,2
430,9,8,50,3
430,10,11,40,2
430,19,50,19,1
430,17,36,18,1
430,8,8,49,3
430,6,7,11,3
430,4,1,31,0
430,3,1,14,3
430,5,3,5,4
430,13,14,32,1
430,14,18,10,0
430,15,23,1,0
430,12,13,50,3
430,1,1,8,4
2251,4,28,9,4
2251,2,16,15,4
2251,3,23,17,6
2251,0,1,48,0
2251,5,36,19,4
2251,1,16,29,2
1166,7,50,28,1
1166,4,27,2,1
1166,2,20,22,8
1166,3,24,18,8
1166,0,1,32,0
1166,5,28,8,2
1166,6,34,18,2
1166,1,14,15,3
1329,2,9,40,4
1329,0,37,44,0
1329,16,43,18,1
1329,11,26,21,3
1329,7,18,33,2
1329,9,27,13,2
1329,10,27,5,2
1329,8,22,24,3
1329,6,17,41,2
1329,4,11,36,3
1329,3,11,13,1
1329,5,13,32,2
1329,13,30,23,1
1329,14,32,17,3
1329,15,38,19,1
1329,12,30,4,2
1329,1,6,34,3
79,7,50,23,3
79,4,28,1,2
79,2,10,38,3
79,3,17,15,1
79,0,30,44,0
79,5,36,18,3
79,6,46,21,3
79,1,1,3,1
1640,2,3,38,1
1640,0,30,48,0
1640,11,30,9,1
1640,7,17,25,2
1640,9,22,13,2
1640,10,23,25,2
1640,8,19,17,2
1640,6,10,35,1
1640,4,9,49,3
1640,3,10,15,3
1640,5,10,25,1
1640,13,50,26,1
1640,12,31,17,1
1640,1,1,8,0
1479,2,11,43,4
1479,0,31,44,0
1479,7,29,19,3
1479,9,42,16,1
1479,10,50,23,2
1479,8,38,19,1
1479,6,24,24,3
1479,4,18,23,2
1479,3,11,35,3
1479,5,22,17,3
1479,1,1,1,1
2396,2,4,50,2
2396,0,30,48,0
2396,11,28,6,2
2396,7,17,25,2
2396,9,24,23,3
2396,10,28,1,2
2396,8,23,28,1
2396,6,15,30,1
2396,4,8,47,1
2396,3,5,11,2
2396,5,9,50,2
2396,13,31,5,2
2396,14,42,18,1
2396,15,50,29,1
2396,12,28,18,3
2396,1,1,10,3
71,2,8,13,3
71,0,32,48,0
71,11,50,26,2
71,7,15,27,1
71,9,31,18,3
71,10,43,18,1
71,8,16,33,3
71,6,11,50,2
71,4,8,44,3
71,3,7,50,2
71,5,11,37,3
71,1,5,37,3
154,2,3,50,3
154,0,29,46,0
154,16,49,16,3
154,11,27,14,3
154,7,15,29,1
154,9,21,18,2
154,10,21,23,2
154,17,50,22,4
154,8,21,14,2
154,6,9,41,3
154,4,8,49,3
154,3,4,39,3
154,5,7,50,3
154,13,33,19,1
154,14,41,18,3
154,15,48,22,5
154,12,27,7,1
154,1,1,3,1
1331,2,3,7,1
1331,0,45,11,0
1331,11,38,31,0
1331,7,21,25,3
1331,9,26,22,3
1331,10,31,1,2
1331,8,25,27,3
1331,6,20,21,4
1331,4,13,35,2
1331,3,5,35,2
1331,5,20,17,4
1331,1,1,9,1
1127,2,1,10,2
1127,0,27,48,0
1127,11,50,24,2
1127,7,27,18,4
1127,9,38,18,2
1127,10,44,19,2
1127,8,28,23,3
1127,6,20,24,6
1127,4,14,30,3
1127,3,6,49,1
1127,5,18,16,3
1127,1,1,3,2
184,18,50,19,2
184,2,7,47,2
184,0,28,49,0
184,16,47,27,2
184,11,35,3,2
184,7,28,3,2
184,9,33,16,0
184,10,34,1,2
184,17,50,24,2
184,8,29,1,2
184,6,26,12,1
184,4,16,26,1
184,3,6,10,1
184,5,16,32,1
184,13,41,19,1
184,14,42,14,1
184,15,45,19,2
184,12,40,25,1
184,1,1,12,1
1664,18,50,25,2
1664,2,1,5,3
1664,0,31,49,0
1664,16,36,19,3
1664,11,22,15,3
1664,7,15,30,2
1664,9,19,26,3
1664,10,20,21,3
1664,17,41,19,2
1664,8,17,23,2
1664,6,10,41,1
1664,4,2,5,2
1664,3,1,9,3
1664,5,5,11,2
1664,13,25,10,1
1664,14,27,5,1
1664,15,31,18,4
1664,12,22,31,2
1664,1,1,2,2
1780,2,4,44,2
1780,0,34,49,0
1780,11,50,1,0
1780,7,20,35,2
1780,9,46,15,0
1780,10,50,24,3
1780,8,25,17,1
1780,6,14,29,4
1780,4,15,23,3
1780,3,9,39,3
1780,5,12,34,3
1780,13,50,35,1
1780,12,50,29,3
1780,1,1,9,2
2071,2,1,9,4
2071,0,27,49,0
2071,11,45,19,1
2071,7,23,24,4
2071,9,29,18,4
2071,10,36,19,3
2071,8,24,19,4
2071,6,19,27,3
2071,4,10,14,2
2071,3,5,10,5
2071,5,11,37,1
2071,1,1,5,4
1821,2,5,10,0
1821,0,25,1,0
1821,11,26,27,0
1821,7,16,40,1
1821,9,21,28,2
1821,10,22,33,1
1821,8,17,24,3
1821,6,14,30,3
1821,4,12,37,3
1821,3,7,30,2
1821,5,12,45,0
1821,13,33,46,0
1821,12,27,22,2
1821,1,1,32,0
794,2,10,39,3
794,0,35,46,0
794,7,21,21,4
794,9,43,20,2
794,10,50,22,2
794,8,37,14,1
794,6,18,29,4
794,4,15,14,1
794,3,12,32,4
794,5,16,36,4
794,1,7,47,2
2145,7,32,18,2
2145,4,21,18,1
2145,2,9,27,2
2145,3,14,31,3
2145,0,30,45,0
2145,5,21,10,0
2145,6,30,6,1
2145,1,5,11,2
1301,2,6,50,3
1301,0,28,46,0
1301,11,50,21,3
1301,7,36,19,4
1301,9,45,24,4
1301,10,46,20,3
1301,8,37,14,5
1301,6,29,6,1
1301,4,23,18,1
1301,3,11,35,2
1301,5,28,1,1
1301,12,50,23,3
1301,1,1,5,2
1683,2,4,13,2
1683,0,31,42,0
1683,16,50,24,1
1683,11,21,3,0
1683,7,9,50,5
1683,9,12,50,5
1683,10,21,13,2
1683,8,10,39,3
1683,6,9,46,5
1683,4,6,10,2
1683,3,5,46,5
1683,5,9,12,1
1683,13,26,17,2
1683,14,33,1,2
1683,15,37,10,0
1683,12,29,2,2
1683,1,3,38,2
908,7,14,49,1
908,4,10,13,2
908,2,1,11,2
908,3,9,43,2
908,0,26,1,0
908,5,11,27,2
908,8,16,28,2
908,6,15,34,3
908,1,1,3,1
845,2,2,10,2
845,0,28,47,0
845,11,30,22,2
845,7,20,18,5
845,9,26,20,4
845,10,30,1,1
845,8,24,26,2
845,6,19,11,3
845,4,7,50,1
845,3,3,16,1
845,5,5,2,1
845,13,35,13,1
845,14,43,20,2
845,12,35,2,1
845,1,1,5,2
733,2,2,10,4
733,0,21,1,0
733,11,41,18,2
733,7,20,30,1
733,9,34,18,3
733,10,35,24,3
733,8,25,21,5
733,6,20,22,5
733,4,10,43,4
733,3,9,50,3
733,5,11,37,3
733,12,50,26,1
733,1,1,6,4
1705,2,10,50,3
1705,0,1,2,0
1705,16,47,24,1
1705,11,28,6,3
1705,7,16,26,1
1705,9,24,1,1
1705,10,23,12,4
1705,17,50,23,1
1705,8,22,17,4
1705,6,16,15,3
1705,4,14,30,2
1705,3,11,35,2
1705,5,14,42,3
1705,13,29,1,1
1705,14,29,18,3
1705,15,30,14,3
1705,12,26,1,1
1705,1,9,43,3
107,4,28,19,6
107,2,15,29,6
107,3,20,23,7
107,0,1,1,0
107,5,45,20,1
107,1,9,50,1
2433,2,1,5,1
2433,0,28,48,0
2433,11,27,19,1
2433,7,19,25,0
2433,9,24,12,2
2433,10,30,3,2
2433,8,22,16,3
2433,6,16,15,2
2433,4,11,37,2
2433,3,7,47,3
2433,5,13,32,1
2433,13,39,19,1
2433,14,50,25,1
2433,12,30,16,1
